receiver,count
external,1906
839736,1032
2013533,156
1350010,150
549850,147
1873126,144
405773,143
620184,141
1642591,140
1813111,140
1848459,140
502803,140
7509,140
1969042,139
74113,135
1168991,134
1560498,134
640448,134
972532,134
1651502,133
910832,133
1915367,132
2007364,131
49375,131
631684,131
1071824,130
1228230,130
1155913,129
374500,128
1643702,127
2034776,127
242845,127
675346,127
1841510,126
1031147,125
1034802,125
2026293,125
1083901,124
1910940,124
911823,124
1919486,123
921779,123
1218278,122
1356570,122
1634397,122
1664957,122
579564,122
968489,122
1029098,121
1101361,121
1158948,120
1364861,120
266303,120
969340,120
1281551,119
1796799,119
1810596,119
1900699,119
427170,119
554286,119
559418,119
1048364,118
1138370,118
1588833,118
1759402,118
446257,118
870731,118
1383898,117
1469505,117
1535918,117
379679,117
729136,117
1110694,116
307995,116
937459,116
1230809,115
1400659,115
1620771,115
1799047,115
195015,115
1324594,114
515929,114
535955,114
874520,114
1060039,113
138952,113
185956,113
2009131,113
236342,113
746539,113
1166122,112
149853,112
1581087,112
1688395,112
170456,112
1711266,112
1815320,112
1149129,111
1409556,111
1416972,111
19249,111
329216,111
784566,111
1022772,110
1033825,110
1050809,110
1319857,110
17740,110
376904,110
458951,110
711205,110
832516,110
866636,110
1353161,109
1411980,109
1415184,109
1810761,109
1952914,109
240876,109
445493,109
744017,109
1213942,108
12470,108
1460660,108
1566008,108
1736670,108
2008857,108
315683,108
400640,108
708548,108
1175402,107
1208888,107
1215994,107
1810521,107
382158,107
505361,107
634880,107
94140,107
944383,107
988972,107
111118,106
1825209,106
195725,106
2028377,106
858748,106
910939,106
1058071,105
110200,105
1296858,105
1307549,105
1368148,105
170786,105
1770588,105
1953077,105
371008,105
420626,105
935734,105
1559001,104
168011,104
1727,104
1895009,104
2025345,104
217213,104
322237,104
412874,104
497149,104
566357,104
692899,104
987837,104
1741732,103
1815411,103
514417,103
905838,103
1025627,102
106861,102
1204869,102
1217359,102
1338832,102
1441614,102
1495912,102
1756424,102
2095479,102
424710,102
436644,102
564647,102
912572,102
112324,101
1132417,101
1312391,101
1580679,101
1700246,101
1715217,101
178059,101
2085735,101
311902,101
352827,101
551840,101
587445,101
707450,101
714380,101
896787,101
1320125,100
1348596,100
1873197,100
1882328,100
1895027,100
1950033,100
206379,100
221107,100
365994,100
451555,100
676142,100
713288,100
860506,100
935851,100
1225597,99
1346982,99
135782,99
1382309,99
1942927,99
1955415,99
547838,99
786928,99
803659,99
909448,99
1162133,98
1647208,98
248838,98
450460,98
1003815,97
