receiver,count
external,1613
839736,819
903262,169
1436267,163
956264,152
1843430,144
1897707,141
224350,134
731824,133
1972602,132
1508886,127
766410,127
1638984,125
2095890,124
202739,123
674451,123
233092,122
511781,122
827800,122
1570485,121
954958,121
1626860,120
1323604,119
171206,118
1270017,117
410107,117
1115836,116
1327719,116
574204,116
66808,116
120041,115
1967769,115
512390,115
750693,115
1680940,114
970160,114
813636,112
999764,112
1045021,111
1858381,111
1873607,111
40911,111
914298,111
116446,110
1336065,110
1336358,110
1393316,110
1480653,110
171002,110
911140,110
1735907,109
1845019,109
1971401,109
2045590,109
605746,109
1218398,108
1270542,108
1303315,108
1537249,108
1564331,108
1694105,108
1724525,108
1952269,108
1125378,107
1434806,107
1596636,107
1867121,107
1881213,107
195712,107
357245,107
591012,107
1155277,106
239810,106
318643,106
780234,106
837846,106
1201653,105
1310592,105
1953330,105
346527,105
46776,105
685846,105
955141,105
963249,105
984561,105
1446356,104
1489396,104
1790577,104
1889878,104
2082743,104
418150,104
891979,104
1032029,103
1095420,103
1544045,103
155949,103
1663590,103
1749109,103
1899097,103
2088843,103
609246,103
67762,103
846638,103
1153615,102
51843,102
618285,102
805707,102
930385,102
930531,102
1034308,101
136265,101
1410699,101
1428086,101
1640572,101
1668402,101
294921,101
685104,101
81707,101
928667,101
941228,101
1239885,100
1244689,100
349344,100
42045,100
441197,100
611678,100
739490,100
1108405,99
1156938,99
1229137,99
1272617,99
1403788,99
1651327,99
1726319,99
1736102,99
1813623,99
1845624,99
20133,99
2077685,99
2081131,99
519469,99
594168,99
662986,99
824298,99
929682,99
116272,98
1165425,98
1191716,98
135373,98
1464155,98
1523516,98
196389,98
235720,98
324342,98
709987,98
1181068,97
1215897,97
1561823,97
170550,97
1794271,97
1805344,97
1888527,97
1896535,97
1986103,97
2023929,97
2066762,97
2081485,97
266162,97
566139,97
589598,97
689322,97
1292409,96
1313620,96
1388162,96
1416550,96
1590818,96
1685019,96
1692925,96
178059,96
1870294,96
1927931,96
1936555,96
1997950,96
286864,96
317834,96
409211,96
419652,96
51389,96
555364,96
560144,96
724568,96
816045,96
875863,96
1045382,95
1102616,95
1221080,95
1347428,95
1426485,95
1646028,95
2088609,95
235977,95
252538,95
281976,95
391086,95
560161,95
587474,95
600223,95
904228,95
91683,95
1176471,94
1178195,94
1197,94
1240905,94
1247739,94
1375108,94
1389449,94
1405426,94
1481568,94
1539433,94
1597320,94
166477,94
1822422,94
187421,94
1912746,94
2085735,94
270128,94
286210,94
35393,94
524698,94
810735,94
1214692,93
1307831,93
1357618,93
1536334,93
1574245,93
1633574,93
1791065,93
1814460,93
503736,93
706748,93
713503,93
941906,93
1001992,92
1021169,92
1084959,92
1203179,92
122704,92
1300737,92
1336258,92
1623035,92
166900,92
1703870,92
1744789,92
182729,92
234695,92
256603,92
36415,92
516393,92
516710,92
725553,92
729972,92
764970,92
768546,92
777133,92
796138,92
805939,92
833388,92
970490,92
1010003,91
1039753,91
1137840,91
1339900,91
1455231,91
1610127,91
1943307,91
1974110,91
2092166,91
262404,91
64079,91
708080,91
787796,91
931049,91
945534,91
961383,91
1017423,90
1297607,90
1416805,90
1490672,90
1586611,90
1610241,90
1623641,90
343437,90
568190,90
59901,90
629483,90
873104,90
1164974,89
1334972,89
133576,89
1398362,89
1539098,89
1574638,89
1673197,89
1702138,89
1981646,89
2028224,89
2076509,89
25016,89
38417,89
432089,89
514260,89
516961,89
563231,89
836620,89
953237,89
963148,89
978367,89
1004399,88
1036789,88
1351786,88
1377774,88
1504681,88
1551585,88
1617273,88
1681027,88
1731652,88
1894006,88
1958633,88
2049580,88
272365,88
533798,88
553002,88
762721,88
821837,88
841206,88
858902,88
1086360,87
1092832,87
1219590,87
123639,87
1338306,87
1428078,87
1633069,87
17688,87
1818969,87
1848137,87
1881509,87
1939998,87
2018662,87
427264,87
494243,87
612457,87
688908,87
708201,87
714380,87
928260,87
966736,87
974019,87
980953,87
98191,87
1058549,86
109024,86
1171434,86
1206784,86
1480703,86
1509539,86
1639323,86
1710605,86
1758474,86
1772541,86
1778970,86
1797386,86
1828452,86
187536,86
1931939,86
2043464,86
2061758,86
243764,86
429515,86
517737,86
8764,86
882208,86
105753,85
1110065,85
1383154,85
1417146,85
1496596,85
1576656,85
1778452,85
1865229,85
1908858,85
1985225,85
2004373,85
2006216,85
2051549,85
41498,85
882743,85
90317,85
992045,85
1031879,84
1112165,84
1143856,84
1203064,84
1224245,84
1250941,84
1427875,84
1431376,84
1459714,84
1513937,84
1532810,84
1639303,84
1749673,84
1794675,84
1794996,84
1810632,84
1849278,84
1880893,84
1896855,84
1905752,84
190991,84
336323,84
507179,84
541401,84
633338,84
94026,84
965666,84
100025,83
1208756,83
1226336,83
1370098,83
1374645,83
1377134,83
143415,83
1486735,83
1533281,83
1582176,83
1766843,83
1925280,83
242193,83
448786,83
50426,83
504300,83
540014,83
629280,83
660563,83
718374,83
775072,83
800016,83
87898,83
912353,83
935776,83
114265,82
1150627,82
1228166,82
1248270,82
126101,82
1280922,82
1318331,82
1338240,82
1346967,82
1411375,82
