receiver,count
1278894,14684
external,1656
839736,812
349344,191
1897707,170
171002,168
903262,167
1642628,166
1843430,166
410107,166
1680940,165
563231,161
2066762,160
233092,159
731824,159
1570485,157
1596636,157
1221080,156
1292409,156
516710,156
766410,156
1351786,155
956264,155
1590818,154
281976,153
963249,150
1206784,148
1398362,148
907043,148
1455231,147
1668402,147
560161,146
1336065,145
747001,145
1403788,144
1118027,143
1357618,143
1393316,143
1523516,143
1640572,143
764970,143
1574638,142
1952269,142
1958633,141
235977,141
1105197,140
1639323,140
1896535,140
1943307,139
234695,139
51389,139
1480653,138
2004373,138
286864,138
1813623,137
1638984,136
1651327,136
600223,136
1218398,135
224350,135
256603,135
318643,135
805707,135
1045382,134
1582176,134
609246,134
1247739,133
1533281,133
1711734,133
1974110,133
235720,133
1192199,132
1214692,132
1244689,132
1001992,131
1191716,131
1551585,131
1896855,131
136265,130
1561823,130
1703870,130
1822422,130
2023929,130
478368,130
1416550,129
1504681,129
2088843,129
503736,129
1201653,128
1726319,128
195712,128
555364,128
882743,128
912353,128
1200333,127
123639,127
1436267,127
1848231,127
321173,127
688908,127
1375108,126
1633069,126
1673197,126
1880893,126
594168,126
116446,125
1175874,125
122704,125
1336258,125
2092801,125
519469,125
553002,125
914298,125
1102616,124
1416805,124
1586611,124
1986103,124
216474,124
646317,124
1240976,123
170550,123
1725134,123
1810632,123
589095,123
36415,122
516393,122
550826,122
858902,122
953237,122
1336358,121
1744789,121
2082743,121
566139,121
574204,121
618285,121
873104,121
963148,121
1022105,120
1277912,120
1327719,120
1560027,120
1603285,120
1646028,120
1778452,120
1960723,120
432089,120
674451,120
739490,120
81707,120
939295,120
1239885,119
767871,119
955141,119
1034308,118
1150627,118
1434806,118
1539433,118
1610241,118
1794271,118
540014,118
629280,118
978367,118
1219590,117
1329545,117
1410699,117
1707232,117
1805344,117
2006216,117
2081485,117
253084,117
703648,117
841206,117
2063117,116
25016,116
47304,116
762721,116
1164974,115
1377774,115
1714172,115
1749673,115
1899097,115
1913329,115
1927931,115
2088609,115
386177,115
59901,115
