receiver,count
external,1265
839736,642
20133,155
904228,153
266162,150
1563054,147
239810,138
891979,137
243764,136
796408,132
155949,131
1426485,128
25016,128
256649,128
1539098,126
1985225,125
166900,124
2082743,123
1303315,122
202739,122
1171434,121
1278894,120
1284587,120
1544045,118
1903696,118
1631849,117
324342,117
1624919,115
1925280,115
729972,115
1201653,114
1582176,114
2095890,114
516710,114
1746052,113
291118,113
120041,112
1272617,112
1416805,112
1880893,112
662986,112
1021169,111
524698,111
1156938,110
1455231,110
1997950,110
2061758,110
1125378,109
1270619,109
1411375,109
1203480,108
1576656,108
2045590,108
512390,108
611678,108
1277912,107
1564331,107
1596557,107
1814460,107
1971401,107
706748,107
965731,107
98191,107
1137840,106
1270017,106
1416550,106
685846,106
1161889,105
1830169,105
328433,105
611316,105
1562044,104
2085735,104
265815,104
568190,104
930385,104
1150627,103
1617273,103
1865229,103
273492,103
67762,103
1533281,102
1673938,102
1870294,102
1913329,102
2000836,102
50426,102
533798,102
1203064,101
1515007,101
1626829,101
277274,101
733520,101
1336258,100
1766662,100
1780901,100
189807,100
406800,100
1059462,99
1258281,99
1766843,99
1772541,99
1905752,99
810123,99
873104,99
1014712,98
1239885,98
1417146,98
1633574,98
262139,98
1208756,97
1758474,97
182729,97
59901,97
748592,97
836620,97
929682,97
1084959,96
1480653,96
1513937,96
1545979,96
1576012,96
1724134,96
674451,96
8764,96
1197,95
1427875,95
1560027,95
1735907,95
2092166,95
253084,95
425748,95
448786,95
747001,95
1039753,94
1344509,94
1399677,94
1694105,94
1744789,94
196389,94
38622,94
739490,94
945534,94
955141,94
178059,93
296722,93
1460343,92
1726319,92
209259,92
235720,92
827800,92
997755,92
1327719,91
1377774,91
1428086,91
1663590,91
1736102,91
2049580,91
261813,91
35393,91
737575,91
798869,91
858902,91
133576,90
1791065,90
1845624,90
2023929,90
51389,90
973673,90
1536334,89
1722301,89
428579,89
464830,89
494243,89
688908,89
891798,89
1208350,88
1334972,88
1345871,88
1601754,88
168587,88
429515,88
718374,88
724568,88
105753,87
1292409,87
1369855,87
1660198,87
1731652,87
2033347,87
2052127,87
26257,87
427249,87
660563,87
757845,87
912353,87
932654,87
985277,87
1142491,86
1210985,86
1270542,86
1509997,86
1889878,86
1956087,86
2071114,86
343437,86
51843,86
882208,86
928667,86
1313620,85
1370098,85
1428078,85
1602832,85
1817483,85
2061456,85
244444,85
47304,85
83986,85
868391,85
1022105,84
1191716,84
1297607,84
139065,84
1403788,84
1579359,84
158009,84
1896535,84
1896855,84
2018662,84
2088420,84
357245,84
36486,84
567030,84
582578,84
762721,84
856067,84
1350140,83
1532810,83
1785930,83
526376,83
676308,83
715390,83
753372,83
1153615,82
1829837,82
659239,82
785288,82
827522,82
1036789,81
1300247,81
1431376,81
1547860,81
1588734,81
1892706,81
386177,81
432089,81
545903,81
74616,81
984561,81
1213907,80
1283756,80
1374645,80
15466,80
1634256,80
298495,80
393696,80
45124,80
456718,80
518508,80
1004399,79
1307831,79
785770,79
874887,79
918738,79
952542,79
1045021,78
1296179,78
1296711,78
1336358,78
1425360,78
149874,78
1514680,78
1622393,78
162850,78
1692925,78
