receiver,count
external,50
839736,25
1336280,18
589448,18
1071523,17
1223924,17
140935,17
1555391,17
1623196,17
1872559,17
250958,17
58518,17
833313,17
1421817,16
1556239,16
1753347,16
1796573,16
2059292,16
277328,16
835980,16
988355,16
1307715,15
1322226,15
14916,15
1574091,15
160988,15
1618002,15
1753321,15
508780,15
974337,15
1038892,14
1788092,14
1983198,14
2005317,14
2026631,14
294250,14
661984,14
675616,14
698636,14
705173,14
1035153,13
1041478,13
1104936,13
124441,13
1350376,13
1364488,13
1378176,13
1570276,13
1644402,13
1708002,13
1872848,13
194305,13
2047906,13
2056066,13
284127,13
407415,13
408906,13
508963,13
551933,13
570247,13
651308,13
668872,13
763108,13
857616,13
860499,13
924693,13
972182,13
988181,13
1159870,12
129113,12
1309055,12
1390642,12
1635915,12
1718705,12
1742503,12
1749456,12
1784014,12
1789765,12
1804033,12
1878171,12
1925454,12
1938686,12
245363,12
611447,12
646245,12
887530,12
955733,12
1127609,11
1169300,11
1332925,11
1358860,11
1391249,11
1479205,11
1758848,11
1761460,11
1792869,11
1889880,11
1906645,11
1993646,11
2015476,11
2085681,11
229760,11
378256,11
543006,11
578697,11
747056,11
771453,11
816619,11
1003429,10
1065343,10
1130591,10
1169559,10
1231738,10
1269418,10
1345790,10
1386224,10
1515343,10
1527025,10
1529254,10
1569172,10
1575235,10
1611603,10
1949874,10
1967677,10
1982027,10
2027740,10
2076332,10
380121,10
451212,10
555404,10
584961,10
637588,10
681305,10
702761,10
71625,10
750943,10
781978,10
84567,10
869116,10
968455,10
120394,9
1259765,9
1276527,9
1395391,9
1449007,9
1467311,9
1480081,9
1531776,9
15490,9
1630646,9
1687952,9
171566,9
1744341,9
1851993,9
1854279,9
2004757,9
2022346,9
2033274,9
2041158,9
20745,9
223540,9
255220,9
384461,9
406905,9
446534,9
494000,9
552331,9
610496,9
707811,9
874532,9
916289,9
965639,9
1007782,8
1065976,8
1165756,8
118662,8
1329931,8
1336047,8
1440279,8
1481699,8
1556680,8
1574391,8
1700607,8
1706656,8
176233,8
1832566,8
1872654,8
1929489,8
1949081,8
1975844,8
1982465,8
1987894,8
2005669,8
2009792,8
2081811,8
253121,8
325464,8
337015,8
341817,8
587738,8
647471,8
691481,8
739587,8
941561,8
1003392,7
1043632,7
1060545,7
1116893,7
1126372,7
1129933,7
1165979,7
1200791,7
1200913,7
1214689,7
1222166,7
123736,7
1240231,7
1277482,7
130479,7
1332781,7
1357705,7
1366161,7
1376135,7
1402099,7
1417237,7
1432584,7
1487365,7
1507270,7
1524688,7
1530629,7
1535709,7
1536913,7
1541776,7
1543533,7
1563610,7
1569944,7
1571610,7
1571736,7
15755,7
161071,7
1626469,7
1630045,7
1646453,7
1664117,7
1667860,7
1679714,7
1686979,7
1767476,7
1787735,7
1806858,7
1873144,7
1873203,7
187692,7
1916497,7
1920806,7
1944047,7
1950762,7
195664,7
2070394,7
2074636,7
2082204,7
22302,7
231019,7
236252,7
275071,7
275440,7
280057,7
284117,7
361623,7
368047,7
383467,7
389062,7
390713,7
399712,7
429192,7
436,7
463801,7
464204,7
468864,7
484729,7
529543,7
549739,7
56627,7
595416,7
603810,7
60390,7
610033,7
619301,7
669199,7
685081,7
685723,7
71913,7
791077,7
794198,7
801052,7
874468,7
904119,7
952853,7
952892,7
991984,7
1002336,6
1033080,6
1050626,6
1065883,6
1072988,6
1109589,6
116607,6
1171097,6
119769,6
1223245,6
1240651,6
1295850,6
1496912,6
1502642,6
1620988,6
163905,6
1727751,6
1729790,6
174424,6
1768434,6
1787422,6
1844402,6
1887414,6
1916489,6
1917187,6
1978182,6
208111,6
219473,6
257199,6
275309,6
293706,6
298175,6
306168,6
354407,6
423159,6
518888,6
543690,6
564103,6
588544,6
690747,6
742660,6
773078,6
785325,6
911356,6
952396,6
996825,6
1089302,5
1155375,5
1162574,5
1164383,5
1207278,5
1222078,5
1265098,5
1322302,5
1325621,5
1326004,5
1339096,5
1401500,5
1411770,5
142484,5
1460303,5
1541863,5
1564557,5
1627468,5
1694938,5
171580,5
1843796,5
1863151,5
1864772,5
1894219,5
1937995,5
1976732,5
2037599,5
2079054,5
234704,5
237255,5
247719,5
264546,5
307026,5
432971,5
487801,5
506419,5
530499,5
540937,5
547322,5
547746,5
596085,5
651191,5
772909,5
798609,5
827532,5
86514,5
870287,5
874286,5
914685,5
915404,5
99371,5
1039546,4
128371,4
1331081,4
1349624,4
1459217,4
1475013,4
1503483,4
1515770,4
1554663,4
1599137,4
1634902,4
168805,4
1692091,4
1736001,4
1972355,4
256838,4
321688,4
582025,4
595512,4
621723,4
668586,4
748518,4
75473,4
824431,4
843582,4
892938,4
986747,4
1078782,3
1084844,3
1240892,3
1275178,3
1284707,3
1306931,3
1310184,3
1351989,3
1389731,3
1470065,3
1502313,3
1532450,3
1573624,3
1618163,3
1702844,3
1808137,3
1877850,3
189118,3
1897655,3
1905467,3
1931562,3
2023167,3
2087246,3
2089647,3
246421,3
254060,3
270108,3
289879,3
301270,3
309525,3
311504,3
31304,3
344211,3
377475,3
382408,3
488553,3
594162,3
596216,3
734884,3
773980,3
813534,3
816120,3
842189,3
857114,3
894204,3
89827,3
91552,3
966510,3
969991,3
976785,3
1024278,2
1035959,2
1043977,2
1099456,2
111378,2
1120873,2
1143968,2
1437890,2
1441476,2
1477321,2
1565670,2
159163,2
1593451,2
1702332,2
1743710,2
1744582,2
1746062,2
1751339,2
1797536,2
1858783,2
1889140,2
2004297,2
2015054,2
2019049,2
202508,2
238484,2
255291,2
273547,2
333607,2
362183,2
367267,2
390998,2
423274,2
437406,2
440750,2
462367,2
467295,2
498990,2
519433,2
568810,2
613835,2
664290,2
664579,2
686079,2
786543,2
820353,2
840930,2
870414,2
938483,2
960169,2
971885,2
122838,1
1473321,1
1552998,1
162417,1
1643707,1
1800769,1
1807223,1
1989148,1
2052846,1
210617,1
230413,1
644080,1
768446,1
908358,1
941716,1
