receiver,count
external,553
839736,272
923924,123
1873033,115
449158,104
1791838,101
105732,99
1946314,98
1372177,97
479433,95
1083305,94
161627,93
2000800,93
1252119,92
256620,92
97456,92
1755533,91
455154,91
184869,89
1920255,89
352736,89
566662,89
811548,89
1342832,88
1394918,88
750980,88
762079,88
1336623,87
1838792,87
2007219,87
255983,87
302331,87
590105,87
2038667,86
313274,86
1208008,85
1373261,85
480776,85
790661,85
934074,85
1287379,84
2028099,84
375714,84
415477,84
543168,84
597706,84
1188816,83
191677,83
215916,83
781274,83
923529,83
1002597,82
1027078,82
1157004,82
1391505,82
1754028,82
250943,82
380915,82
122952,81
1390774,81
677582,81
896648,81
480696,80
742371,80
1197655,79
744700,79
865037,79
1042152,78
1147212,78
124408,78
1797310,78
2010383,78
239338,78
356972,78
688673,78
1446794,77
1603900,77
1775516,77
1885677,77
316323,77
1086703,76
1176992,76
1314084,76
1349217,76
1366676,76
165328,76
1993180,76
653975,76
1284357,75
232490,75
374824,75
384298,75
1283210,74
1643468,74
1949435,74
40881,74
462140,74
1485916,73
1695328,73
422666,73
173593,72
1899005,72
33707,72
700779,72
1492370,71
670093,71
699874,71
731282,71
754085,71
759256,71
849738,71
1045980,70
1468447,70
1489409,70
805298,70
1561938,69
473066,69
880807,69
931049,69
1415170,68
2009087,68
225622,68
71731,68
1168815,67
428815,67
577528,67
809736,67
992334,67
149913,66
1747170,66
822115,66
1749109,65
325528,65
825466,65
1334236,64
1292929,63
2052043,63
742301,63
953336,63
1101472,62
1242167,62
1846280,62
48628,62
997011,62
1640943,61
134366,60
1678785,60
1791156,60
2051549,59
970547,59
265272,58
33417,58
589598,58
642982,58
1094296,57
1148414,57
1234605,57
1371106,57
1459714,57
1485450,57
918616,57
1197899,56
1695419,56
1942625,56
2013273,56
2015129,56
506611,56
574210,56
795501,56
83376,56
1495587,55
1522908,55
1544742,55
8129,55
1208151,54
1410699,54
1812811,54
838917,54
1201175,53
179142,53
1840656,53
1848529,53
275317,53
298495,53
376187,53
44403,53
714380,53
897257,53
959295,53
965076,53
992263,53
1014820,52
1283332,52
1612579,52
2081562,52
766395,52
83986,52
973665,52
1086555,51
1098358,51
1130496,51
