receiver,count
1278894,7260
external,762
839736,377
1570102,141
171002,138
1082547,132
1430803,132
1763715,128
2052043,128
1993180,126
580785,126
382365,125
1321359,124
1508923,124
1366676,122
484248,122
733140,121
392869,118
805298,118
1692925,117
1116329,116
1143856,116
250943,116
838917,116
1063775,115
1250700,115
1537207,115
1812811,115
2051549,115
1994470,114
543168,114
1754028,113
2068147,113
1108472,112
1394918,112
1490672,112
375714,112
179142,111
74613,111
143415,110
152338,110
1859190,110
349317,110
575483,110
809736,109
1157004,108
1280922,108
131876,108
153470,108
642982,108
762079,107
790661,107
90317,107
128533,106
1417243,106
2060106,106
316323,106
48628,106
597706,105
1197655,104
1234605,104
1527441,104
1597320,104
1603900,104
220550,104
896648,104
105732,103
165328,103
2091426,103
479433,103
742371,103
965076,103
1224245,102
1327711,102
312564,102
427493,102
923529,102
923924,102
1357973,101
1858381,101
48730,101
566662,101
731282,101
787796,101
970160,101
97456,101
992263,101
1098358,100
1134424,100
134366,100
1759695,100
1083305,99
149913,99
33707,99
589598,99
821251,99
1152233,98
1241160,98
1468447,98
2010383,98
239338,98
38492,98
1946314,97
1997632,97
345618,97
455154,97
473066,97
49375,97
970490,97
1547860,96
1791838,96
1885677,96
83986,96
95161,96
225622,95
418150,95
480696,95
813540,95
1231028,94
1405426,94
1554678,94
161627,94
590105,94
754085,94
1181215,93
1188816,93
1342832,93
1345871,93
422666,93
708080,93
992334,93
1155879,92
1660198,92
179988,92
1838792,92
2081131,92
744700,92
756638,92
825466,92
1111313,91
1840656,91
415477,91
677582,91
797317,91
83376,91
935776,91
122952,90
1349217,90
1480813,90
1796737,90
1797310,90
184869,90
191677,90
2089499,90
1949435,89
256620,89
302331,89
428815,89
577528,89
581794,89
1027078,88
1045021,88
124408,88
1346967,88
1410699,88
15466,88
1728164,88
2018684,88
258967,88
345421,88
384298,88
462663,88
811548,88
813636,88
918616,88
986349,88
1208008,87
1223310,87
1755533,87
232490,87
670093,87
767374,87
810735,87
1314084,86
1415170,86
1432187,86
1749109,86
2038667,86
374824,86
1208350,85
1252119,85
1372177,85
1373261,85
1612579,85
2000800,85
379254,85
440632,85
1042152,84
1393253,84
1459714,84
1683303,84
2028099,84
598158,84
748592,84
841015,84
1208151,83
1399755,83
215916,83
266280,83
277274,83
40881,83
462140,83
618704,83
6534,83
688673,83
931049,83
973665,83
1040142,82
1390774,82
1446794,82
1942625,82
511781,82
700779,82
1147212,81
2046348,81
313274,81
357245,81
715390,81
934074,81
963148,81
1165425,80
1287379,80
1314558,80
1499959,80
2015129,80
2041384,80
380915,80
405279,80
449158,80
492974,80
875863,80
910939,80
1050928,79
1168815,79
1178195,79
1391505,79
1449824,79
1522908,79
1544742,79
1873033,79
1873607,79
255983,79
257896,79
297404,79
325528,79
480776,79
591820,79
772368,79
781274,79
959295,79
997011,79
1045980,78
1562105,78
1643468,78
2009087,78
265272,78
44403,78
464830,78
71731,78
1014820,77
1173076,77
1452405,77
1476568,77
1510830,77
1622104,77
1775516,77
2007219,77
714380,77
750980,77
759256,77
766395,77
795501,77
822115,77
953336,77
1388440,76
1571183,76
1678785,76
1695419,76
295863,76
580486,76
586185,76
699874,76
723987,76
775388,76
1002597,75
1032029,75
1076477,75
1336623,75
2013273,75
2081562,75
210814,75
567841,75
992688,75
1086703,74
1176992,74
1489409,74
1495587,74
1534016,74
1561938,74
173593,74
1770468,74
1814880,74
1899005,74
1902375,74
1991168,74
38622,74
446167,74
1203064,73
1242167,73
1284357,73
1485916,73
1492370,73
1695328,73
2042540,73
356972,73
574210,73
1371106,72
1846280,72
33417,72
506611,72
737575,72
888093,72
1283332,71
1312277,71
352736,71
716681,71
753509,71
874887,71
992045,71
1130496,70
1255453,70
1283210,70
169797,70
1892706,70
2047880,70
742301,70
757845,70
798869,70
849738,70
952821,70
991160,70
161994,69
1932614,69
1326471,68
1514680,68
1732392,68
1747170,68
1865282,68
1871332,68
1934504,68
519503,68
941906,68
970547,68
1317709,67
1325295,67
1425352,67
185523,67
1882987,67
1920255,67
193629,67
287675,67
374355,67
571810,67
753790,67
871111,67
1197899,66
1437636,66
1562625,66
1624321,66
1830983,66
643918,66
8129,66
1201175,65
1481209,65
1524498,65
1728432,65
1791156,65
235093,65
62641,65
653975,65
865037,65
1298361,64
395782,64
629470,64
638964,64
843401,64
856573,64
889291,64
968967,64
985277,64
1248270,63
1366970,63
1424087,63
1427875,63
1549439,63
1772919,63
1936854,63
1959217,63
523606,63
832662,63
1042280,62
1388162,62
146240,62
1804735,62
376187,62
993195,62
1029726,61
1049061,61
1079396,61
1152246,61
1269351,61
1292929,61
1375289,61
1706538,61
327024,61
516262,61
521397,61
525323,61
72120,61
734861,61
931698,61
1075494,60
1148414,60
1176667,60
1678060,60
2026615,60
703296,60
880807,60
912895,60
92759,60
938179,60
96702,60
1114109,59
1250941,59
1435805,59
1640943,59
1682503,59
1967769,59
211950,59
398487,59
538957,59
750143,59
1051158,58
1237943,58
1485450,58
1492009,58
156781,58
1756058,58
245969,58
266349,58
356540,58
378101,58
393354,58
1229660,57
140461,57
1941455,57
209832,57
32672,57
755524,57
800081,57
1300247,56
1707585,56
173102,56
1745223,56
1837146,56
203445,56
21665,56
273492,56
291785,56
636911,56
983590,56
1172390,55
1594431,55
1773283,55
1796195,55
1848529,55
1991646,55
563629,55
804851,55
125303,54
1346096,54
1494697,54
1681027,54
168587,54
1749548,54
275317,54
609256,54
841387,54
1241516,53
1396757,53
1639202,53
1739364,53
1786015,53
2001739,53
504300,53
704362,53
1071678,52
1513840,52
1533011,52
1684033,52
1739457,52
216278,52
298495,52
355680,52
64694,52
668211,52
727998,52
821721,52
856067,52
1094296,51
1584066,51
1643467,51
1815816,51
1836075,51
1908858,51
2091832,51
20967,51
313742,51
36486,51
682629,51
810123,51
868659,51
918404,51
933372,51
101816,50
1128580,50
1359382,50
1632214,50
1788018,50
1861684,50
342516,50
531338,50
863925,50
986021,50
1086555,49
1227574,49
223773,49
444297,49
537824,49
557026,49
674611,49
1030195,48
1143639,48
1218456,48
1497676,48
1529852,48
1578523,48
1848663,48
530908,48
619203,48
821837,48
947320,48
1093721,47
1334972,47
1381070,47
1461327,47
1623035,47
174974,47
218279,47
286210,47
300315,47
731443,47
1194287,46
1651940,46
1740829,46
1928375,46
2085655,46
401428,46
500215,46
510274,46
88388,46
897257,46
1284436,45
1334236,45
1446246,45
1574967,45
1611783,45
1633558,45
1750125,45
1919714,45
534277,45
575771,45
98371,45
1262713,44
1368389,44
1446356,44
1696753,44
1901680,44
1932220,44
1979024,44
764255,44
795257,44
977669,44
1127694,43
1246650,43
1304658,43
1636010,43
1911267,43
1946142,43
1998752,43
2057133,43
206661,43
227048,43
324556,43
583339,43
677589,43
74616,43
1060157,42
1246313,42
1323375,42
1426301,42
1491664,42
1521668,42
1525975,42
1589400,42
1679345,42
1813262,42
1860181,42
426427,42
818164,42
864973,42
918738,42
943737,42
947258,42
1234713,41
1289734,41
1578455,41
1690335,41
506678,41
536972,41
1138420,40
1202675,40
1223224,40
1394838,40
1899557,40
821572,40
824998,40
1012664,39
1062596,39
1678214,39
1996962,39
239133,39
248178,39
437652,39
644063,39
724670,39
1174742,38
1527872,38
1569963,38
1822625,38
190992,38
1981182,38
217150,38
538702,38
936244,38
1101472,37
1117298,37
1267964,37
1419751,37
1480703,37
280592,37
408230,37
1048798,36
1332962,36
345382,36
36450,36
551928,36
658416,36
710414,36
133205,35
1509307,35
1687983,35
268856,35
299728,35
560114,35
904030,35
1108000,34
1428997,34
151265,34
1588412,34
1615550,34
1730554,34
241972,34
499367,34
73832,34
1008448,33
1125646,33
1251090,33
1310766,33
1587850,33
1660523,33
1923192,33
1988049,33
258503,33
292049,33
398292,33
448873,33
539907,33
679297,33
6936,33
698208,33
1070212,32
1177549,32
128920,32
1656601,32
1878687,32
1960107,32
2093891,32
258314,32
258535,32
500451,32
833129,32
872243,32
97241,32
1067572,31
1075446,31
1132076,31
1170077,31
13052,31
1305659,31
1325405,31
1333640,31
1412631,31
1607547,31
1759022,31
1821472,31
1861552,31
1944302,31
229952,31
545873,31
596234,31
596587,31
65109,31
661319,31
931476,31
94185,31
959427,31
1180958,30
1495961,30
1764153,30
1862455,30
1943228,30
1945731,30
280439,30
470762,30
507501,30
593615,30
659085,30
686348,30
729698,30
788040,30
923097,30
1133935,29
1241725,29
1397469,29
1492679,29
1552214,29
1595784,29
1596977,29
1713904,29
176423,29
184333,29
197811,29
2040759,29
24136,29
525932,29
561890,29
614267,29
704378,29
736972,29
739949,29
1090219,28
1138286,28
1216465,28
1297867,28
1297882,28
1363807,28
1385557,28
148043,28
1488905,28
1691480,28
1875369,28
2081231,28
518531,28
664389,28
713254,28
1176719,27
1353005,27
1706832,27
1822174,27
1862567,27
238279,27
40608,27
6110,27
897556,27
942846,27
109455,26
1116385,26
1180901,26
1196711,26
1479571,26
1496683,26
1626629,26
1743366,26
1871817,26
2006561,26
487752,26
570711,26
755822,26
821075,26
1143814,25
1225393,25
1230148,25
1260667,25
1317574,25
1379128,25
1397942,25
1429989,25
149057,25
1627198,25
1668783,25
1743471,25
1935883,25
1937657,25
1952341,25
2057936,25
35589,25
452530,25
476970,25
477978,25
509358,25
572089,25
667855,25
774775,25
848800,25
884977,25
901297,25
983693,25
1088488,24
1173915,24
1221753,24
1342819,24
1425469,24
1738212,24
1799033,24
1803705,24
1856019,24
1873375,24
1912012,24
1970360,24
217614,24
242900,24
309261,24
31954,24
423456,24
437544,24
686826,24
743963,24
758067,24
829110,24
848941,24
883344,24
938197,24
1109689,23
1141064,23
119477,23
1198534,23
1317012,23
1381453,23
1393239,23
1400547,23
1413637,23
1414966,23
1416116,23
1513573,23
1537249,23
1547150,23
1557777,23
1597848,23
1778371,23
18121,23
186682,23
1903719,23
1914254,23
1955205,23
1971223,23
1981617,23
2083613,23
211284,23
544838,23
564947,23
647535,23
649981,23
667078,23
769381,23
779535,23
802526,23
937230,23
996760,23
1028085,22
104177,22
1084500,22
1158920,22
1276986,22
129457,22
1349992,22
142394,22
14835,22
1509021,22
1528665,22
1616474,22
1646758,22
1668273,22
1735326,22
1800174,22
1817739,22
265730,22
37330,22
4828,22
58017,22
580336,22
626177,22
682679,22
703792,22
776705,22
78603,22
835642,22
916602,22
922325,22
973062,22
990529,22
99609,22
1024085,21
116009,21
121745,21
127569,21
1382417,21
1570944,21
1758610,21
1801335,21
1881823,21
1912164,21
1922244,21
1944495,21
2017474,21
2037299,21
297336,21
303603,21
412610,21
432283,21
442534,21
485743,21
62001,21
637018,21
67102,21
707627,21
711179,21
822246,21
997940,21
999107,21
1065491,20
1136675,20
1192794,20
1322523,20
135051,20
1357174,20
1360498,20
1381640,20
1394901,20
1432488,20
1631284,20
1638566,20
1678204,20
1742829,20
1751670,20
1809285,20
1997596,20
435344,20
444761,20
455752,20
462736,20
470906,20
524677,20
