receiver,count
839736,3548
external,1990
1149884,296
168011,135
1217381,132
1033825,131
554286,126
112324,122
798994,121
1208888,120
1346982,120
2025345,120
2093864,120
185956,119
424710,119
6534,119
1014468,117
1810596,116
474742,116
1711922,115
1892706,115
379254,114
935851,114
94140,114
1566008,113
2066397,113
1320125,112
429404,112
786928,112
1769075,111
2028224,111
1642591,110
1707741,110
1910940,110
236342,110
1095420,109
266303,109
1278894,108
1416972,108
1588833,108
856067,108
1071824,107
1629849,107
1869353,107
911823,107
944383,107
1368412,106
1873126,106
662594,106
7228,106
858748,106
382158,105
495118,105
717179,105
937459,105
1096872,104
2013533,104
458951,104
874520,104
1091843,103
1324594,102
2001998,102
353958,102
1801467,101
1810761,101
560023,101
1168991,100
1971204,100
48730,100
860506,100
969340,100
1073933,99
1190780,99
1433466,99
1741732,99
1768688,99
1841510,99
248838,99
566357,99
821526,99
1056227,98
131905,98
1588308,98
1913015,98
19249,98
315683,98
405773,98
935776,98
1158948,97
1340914,97
14557,97
1964725,97
551840,97
707450,97
713536,97
1218278,96
1333235,96
1538199,96
1848459,96
512272,96
834234,96
970160,96
1031147,95
1436500,95
1800541,95
792368,95
921779,95
1224245,94
1560498,94
1620771,94
1844535,94
1985523,94
220105,94
420626,94
525272,94
711205,94
1383898,93
212247,93
896787,93
1003815,92
1075885,92
1115437,92
1952914,92
796138,92
1162133,91
1615853,91
1688270,91
170456,91
18989,91
257896,91
371008,91
842853,91
947320,91
982692,91
1058071,90
111118,90
1441614,90
1544975,90
1749109,90
2056876,90
497149,90
789396,90
862836,90
1034802,89
1119806,89
1409556,89
1464565,89
482603,89
640448,89
810466,89
912572,89
990711,89
1307549,88
1345871,88
1415191,88
1469505,88
1815320,88
1859126,88
1870006,88
1955415,88
2017255,88
2051549,88
2078374,88
456790,88
634880,88
1016253,87
1464155,87
1580679,87
170786,87
1953077,87
1959300,87
1015080,86
1022772,86
1046898,86
1063010,86
1406300,86
1915367,86
1940331,86
2034776,86
2095479,86
213991,86
273315,86
304588,86
406664,86
449362,86
460529,86
729136,86
1101361,85
1201132,85
1488263,85
160919,85
1810521,85
1922244,85
677275,85
710019,85
829943,85
848722,85
996390,85
1029098,84
110200,84
1180493,84
1191716,84
1229137,84
1247737,84
1576221,84
1711266,84
1722376,84
2068254,84
285969,84
549850,84
661368,84
1179385,83
1190131,83
133085,83
1356570,83
1406931,83
1643702,83
1815486,83
1935961,83
1977815,83
242845,83
376904,83
40062,83
436644,83
514438,83
547951,83
1045021,82
1149603,82
1246003,82
1736898,82
1808298,82
2091938,82
221107,82
462663,82
590805,82
1083901,81
1110694,81
1153044,81
1216173,81
1350010,81
1358477,81
1449824,81
1825209,81
1858014,81
1900699,81
2028377,81
412874,81
962347,81
1060039,80
1076477,80
108717,80
1250778,80
1484109,80
392025,80
405852,80
456254,80
502803,80
756638,80
122344,79
1717998,79
1811688,79
1915615,79
352827,79
500084,79
533798,79
620184,79
667855,79
679139,79
803659,79
824420,79
1151513,78
1280922,78
1393253,78
1770588,78
17740,78
1796799,78
2007364,78
392618,78
442091,78
445984,78
482636,78
579564,78
715390,78
74113,78
12470,77
1446911,77
1455231,77
1508923,77
1536579,77
1568439,77
1702690,77
1709959,77
1916317,77
49610,77
631684,77
827522,77
910939,77
1075494,76
135782,76
1415184,76
182729,76
2065050,76
217213,76
357245,76
38622,76
446257,76
575123,76
688908,76
713288,76
908943,76
1048364,75
1215994,75
138952,75
1483705,75
1784252,75
28721,75
311902,75
365994,75
832516,75
931011,75
1143856,74
1405426,74
1815411,74
1942927,74
392782,74
562000,74
675346,74
747486,74
782299,74
988972,74
106861,73
1116329,73
1138370,73
1191147,73
1238953,73
1411980,73
1749221,73
195725,73
351143,73
374448,73
515929,73
559418,73
870731,73
918404,73
964113,73
972532,73
1050842,72
1166122,72
120615,72
1213942,72
143415,72
1533281,72
1882328,72
1937540,72
2008857,72
2022453,72
2026293,72
360857,72
746539,72
861128,72
875420,72
990801,72
1020386,71
1217359,71
1829433,71
1843430,71
2025633,71
516710,71
708080,71
825466,71
866636,71
878,71
905838,71
986349,71
1382309,70
1400659,70
1490672,70
1614499,70
1664957,70
1723050,70
1730626,70
182809,70
2009131,70
322237,70
440632,70
530908,70
757845,70
776834,70
808354,70
86940,70
903723,70
910832,70
930542,70
1687333,69
178059,69
1919486,69
2074808,69
374500,69
379679,69
400640,69
410505,69
664979,69
787178,69
914298,69
1095309,68
1149129,68
1155913,68
1320649,68
1334111,68
1346967,68
153470,68
1578380,68
1597320,68
159893,68
1651502,68
1688395,68
171002,68
173575,68
1929446,68
21979,68
325607,68
514417,68
587445,68
60140,68
995009,68
1118027,67
1165232,67
1228166,67
1281551,67
1315406,67
1351786,67
1610310,67
1706585,67
1763220,67
1788822,67
1873197,67
2006561,67
240876,67
241608,67
445493,67
527263,67
591820,67
7509,67
784566,67
810123,67
875863,67
1009183,66
1134800,66
1137983,66
1230809,66
1292409,66
1364861,66
1388162,66
146186,66
1658699,66
1813981,66
2079223,66
540495,66
709950,66
74613,66
79718,66
821721,66
83986,66
975598,66
1208846,65
1227319,65
1632214,65
1653563,65
1744789,65
183618,65
1902375,65
195015,65
429515,65
451555,65
47758,65
49375,65
505361,65
535955,65
547838,65
643918,65
65486,65
1025627,64
1032029,64
1083322,64
1164114,64
1205773,64
1336607,64
1353161,64
1411863,64
1495702,64
1559001,64
1780934,64
1794987,64
1880893,64
1896855,64
2088259,64
2096426,64
307995,64
330233,64
414680,64
810735,64
909448,64
993331,64
1082547,63
1111313,63
1203764,63
1223310,63
1228230,63
1334857,63
1334972,63
1495912,63
1634397,63
1648452,63
1679104,63
1699226,63
1727821,63
1741587,63
1899097,63
1934504,63
248178,63
312564,63
357130,63
395636,63
484248,63
495857,63
602296,63
657292,63
676142,63
768020,63
800724,63
968489,63
970490,63
106773,62
1132417,62
1325405,62
1535918,62
1680940,62
1683303,62
1727,62
1799047,62
1887398,62
1895009,62
1958435,62
564647,62
630239,62
651100,62
759792,62
918738,62
941906,62
951610,62
1244573,61
1270542,61
1296858,61
1401338,61
1428078,61
1566396,61
1576656,61
1813111,61
1858381,61
2044640,61
2085735,61
38492,61
48336,61
617679,61
644080,61
692899,61
744017,61
90317,61
1038241,60
1152794,60
116446,60
1348596,60
1537207,60
1544108,60
1626029,60
1659439,60
166477,60
1700246,60
1732916,60
1818636,60
1829837,60
1983168,60
2082743,60
329216,60
348210,60
398292,60
400344,60
51389,60
703296,60
708548,60
748592,60
805298,60
963148,60
1024331,59
1140475,59
1273281,59
1314488,59
131876,59
1319857,59
1376114,59
1410699,59
1530273,59
1633558,59
1685710,59
170570,59
1811495,59
1817483,59
1996962,59
307107,59
318235,59
378695,59
56079,59
591023,59
717547,59
727998,59
869366,59
912353,59
992045,59
1010732,58
1060904,58
1152015,58
128533,58
1431376,58
1480813,58
1534016,58
1579655,58
327024,58
36486,58
418150,58
485227,58
589598,58
739490,58
813636,58
816045,58
102963,57
1188663,57
1416805,57
1656581,57
1756424,57
1896535,57
1969042,57
427170,57
564763,57
672918,57
765962,57
953336,57
966340,57
968967,57
987837,57
1114109,56
1208350,56
1238599,56
1257525,56
1336358,56
1412361,56
1547860,56
161007,56
1660198,56
1715217,56
1742491,56
1759402,56
1895027,56
1967769,56
511781,56
552487,56
830269,56
1102428,55
1122878,55
1235498,55
1338832,55
1424087,55
1647208,55
1964024,55
2013854,55
682565,55
737575,55
74616,55
748719,55
841206,55
91683,55
104177,54
1060632,54
1128580,54
122704,54
1262651,54
1318453,54
1326471,54
1421396,54
1460660,54
1467015,54
1549439,54
1581087,54
1692925,54
177052,54
1865282,54
1913329,54
414676,54
428582,54
714380,54
827497,54
907043,54
1225597,53
1368389,53
1419334,53
1620988,53
1730737,53
1835351,53
1855131,53
1863151,53
1900049,53
1958633,53
2052272,53
250958,53
277274,53
53527,53
551933,53
832662,53
854868,53
874887,53
902530,53
96728,53
1126372,52
1203064,52
1250941,52
1532450,52
160977,52
1728432,52
1847830,52
2059292,52
524698,52
547746,52
566139,52
583339,52
596632,52
718607,52
975742,52
1098358,51
1124207,51
1321359,51
15466,51
1571183,51
1702844,51
286210,51
291785,51
297404,51
410107,51
580785,51
61313,51
678292,51
733140,51
734884,51
828045,51
838917,51
961799,51
970547,51
1023477,50
1039958,50
1085001,50
1204869,50
1313620,50
1431931,50
1529852,50
1555391,50
1623035,50
174974,50
1766662,50
1836866,50
1840629,50
2085568,50
246027,50
257199,50
280620,50
281389,50
376187,50
405927,50
450460,50
487801,50
589448,50
667435,50
67762,50
857114,50
871111,50
875263,50
883270,50
1102616,49
1155375,49
1240651,49
1265098,49
1374645,49
1486793,49
14916,49
1541863,49
163905,49
1843796,49
1872654,49
1985807,49
206379,49
294250,49
382408,49
432089,49
464830,49
549739,49
570247,49
772368,49
798609,49
798869,49
86514,49
89827,49
966510,49
994541,49
1071523,48
1078782,48
1084844,48
1104900,48
1122923,48
1165979,48
1203411,48
1223245,48
1229798,48
1326004,48
1426264,48
1469128,48
1544708,48
1556239,48
1564557,48
1615218,48
1623196,48
1643102,48
1643467,48
1696753,48
1759251,48
1873144,48
1950033,48
1996147,48
1997632,48
199976,48
234695,48
275440,48
321688,48
453253,48
581794,48
60390,48
640518,48
668834,48
669199,48
675616,48
731443,48
801953,48
935734,48
945257,48
974337,48
105834,47
1111880,47
1223924,47
1307715,47
1312391,47
133205,47
1387164,47
1429428,47
1516371,47
1543533,47
160988,47
1618002,47
1622819,47
171580,47
1736670,47
1864772,47
187692,47
1950762,47
2037599,47
212756,47
268856,47
277532,47
371935,47
417142,47
709987,47
931049,47
1072988,46
1156938,46
1197,46
1252377,46
1287583,46
1297877,46
1337155,46
1417237,46
1427875,46
1484697,46
1574091,46
162188,46
1711010,46
1732710,46
1976732,46
1978182,46
1982191,46
2005317,46
2079054,46
254060,46
281976,46
311504,46
407415,46
532358,46
583927,46
705173,46
727598,46
1003392,45
1060545,45
1092832,45
1221080,45
130479,45
149853,45
1576195,45
161071,45
1634680,45
1648751,45
1679714,45
1750809,45
1751670,45
1753347,45
1758474,45
1983198,45
2023167,45
273492,45
36415,45
58518,45
646143,45
665331,45
673209,45
773078,45
874468,45
874532,45
996825,45
1006879,44
1088488,44
1101472,44
1214689,44
