sender,count
839736,229
1872654,171
1376135,147
1574391,136
1072988,133
992045,133
15490,130
1240231,128
1502313,128
874468,127
685081,126
1071523,125
1043632,120
583339,114
436,112
389062,109
442091,108
1332781,107
915404,105
976785,103
918738,101
412874,100
1686979,97
1155913,96
1956391,96
709987,94
1460303,93
1231738,92
432971,92
333607,91
399712,90
794198,90
161071,89
1630045,89
56627,89
947320,89
22302,88
1417237,87
166477,87
2074636,87
361623,87
384461,87
84567,87
1099456,86
1366161,86
1789765,86
368047,86
664290,86
140935,85
1427875,85
194305,85
820353,85
892938,85
924693,85
1626469,84
2070394,84
321688,84
174974,83
294250,83
510486,83
1039546,80
344211,80
535955,80
1634902,79
1432187,78
1128580,77
1599137,76
2019049,76
1880273,75
195664,74
390713,74
1854279,73
223540,73
284117,73
1364488,72
690747,72
1035153,71
1882328,71
742660,71
985277,71
551933,70
58518,70
118662,69
1919486,69
1050626,68
1104936,68
1787735,68
2004757,68
570247,68
610496,68
874887,68
589448,66
1623035,65
1877850,65
1200791,64
128371,64
2026293,64
984793,64
1618163,63
273547,63
518888,63
1402099,62
1700607,62
219473,62
81090,62
968455,62
1035959,61
1322302,61
1929489,61
291785,61
379254,61
596085,61
31304,60
1151513,59
1744341,59
176233,59
307995,59
380121,59
390998,59
703296,59
436644,57
1038892,56
2052272,55
270108,55
2028377,54
429192,54
1276527,53
1350010,53
1401500,53
1971852,53
869116,53
1437890,52
1937540,52
311902,52
914685,52
1227319,51
1571736,51
183618,51
1949081,51
464204,51
530499,51
1159870,50
1201132,50
1788092,50
1910940,50
406905,50
289879,49
702761,49
1102428,48
142484,48
185956,48
566139,48
588544,48
1580679,47
1694938,47
1003392,46
1295850,46
1336280,46
1858783,46
280057,46
383055,46
1530629,45
1556239,45
1574091,45
1664117,45
1950762,45
498990,45
856067,45
857114,45
1165979,44
1223924,44
1250941,44
1357705,44
1454634,44
1470065,44
1515343,44
1614952,44
1630646,44
1796573,44
1800769,44
1863151,44
2087246,44
275309,44
454659,44
610033,44
637588,44
698636,44
768020,44
821721,44
860499,44
916289,44
1065976,43
1214689,43
1336047,43
1564557,43
1646069,43
1749456,43
1804033,43
187692,43
1967769,43
273492,43
446534,43
685723,43
86514,43
91552,43
99371,43
1155375,42
1221753,42
1223245,42
1507270,42
1536913,42
160988,42
1753347,42
250958,42
407415,42
857616,42
966510,42
60390,41
691481,41
705173,41
1043977,40
1618002,40
1679714,40
1692091,40
1708002,40
1917187,40
256838,40
301270,40
971885,40
1284707,39
1310184,39
1554663,39
1573624,39
