sender,count
1278894,16622
839736,6496
866636,355
1203764,307
502803,290
1985523,285
1115437,277
1307549,265
1228230,257
1191147,251
547951,250
800724,248
451555,240
1132417,239
1411980,237
968489,215
1315406,210
195725,205
1629849,203
675346,201
1794987,200
756638,200
1091843,199
19249,199
1096872,194
1216173,193
1706585,193
620184,192
1095309,190
365994,190
446257,188
1664230,184
1203064,182
1971204,180
1873126,175
414680,175
400640,174
382158,172
1168991,171
667435,170
1029098,169
1692925,167
1179385,165
1227319,164
1878171,164
710019,164
910832,164
1483705,161
482636,160
1351786,159
1642591,159
1246003,158
1906645,158
2095479,158
1679104,157
2025345,157
1715217,156
1588308,155
1700246,154
1843430,154
715390,151
106861,150
1217381,150
577512,150
65486,150
1230809,149
1806858,149
1653563,148
1915367,148
1024331,146
396329,146
67294,146
1464565,145
178059,145
1048364,144
1892706,144
1692922,142
1229798,141
315683,141
1322226,139
1676380,138
2009131,138
451212,138
83986,138
131905,137
1188663,136
1201132,136
1268119,136
996390,136
1014468,135
1595904,135
503736,135
1244573,134
1022772,133
1433466,133
273315,133
794198,133
1075885,132
1134800,132
1683303,132
2052272,132
412874,132
560023,132
116446,131
1270542,131
1409556,131
810123,130
1164114,129
1419334,129
376904,129
1038241,128
1324594,128
1421497,128
1671438,128
67762,128
1190780,127
1342699,127
1724732,127
1953077,127
227221,127
424710,127
484248,127
1314488,126
1314947,126
1529852,126
48336,126
49375,126
515929,126
1281551,125
1808298,125
497149,125
579564,125
95161,125
1336607,123
707450,123
748592,123
1788822,122
394715,122
784566,122
1428078,121
1753321,121
371008,121
1162133,120
1215994,120
1765165,120
14557,119
1796799,119
1217359,118
673209,118
1356570,117
1461502,117
1552355,117
759792,117
1158948,116
1432584,116
1571736,116
1759402,116
1858783,116
445493,116
48730,116
963148,116
1401338,115
1711266,114
1915615,114
1958435,113
1149129,112
168011,112
195015,112
711205,112
787178,112
798869,112
1916317,111
1985807,111
1333235,110
1488263,110
357130,110
445984,110
1119806,109
1618002,109
1632214,109
2001998,109
60140,109
883742,109
990711,109
1045021,108
1325621,108
135782,108
1810521,108
383055,108
685081,108
1082533,107
1340914,107
49610,107
1003815,106
1060545,106
1312391,106
1320649,106
1615853,106
1818636,106
199976,106
40062,106
440632,106
941906,106
827497,105
1032434,104
1707741,104
2091938,104
640448,104
798994,104
1741732,103
1982465,103
56627,103
1137983,102
1198534,102
277274,102
1140475,101
1155913,101
1651502,101
1977815,101
1996962,101
2093864,101
603369,101
870731,101
1050842,100
1319857,100
1390642,100
1937540,100
910112,100
1688395,99
1896855,99
1935961,99
2007364,99
2013854,99
36415,99
835980,99
1208350,98
1544108,98
15466,98
2047906,98
374448,98
495857,98
824420,98
1807223,97
1829837,97
1983168,97
2051549,97
768020,97
1858014,96
36486,96
870414,96
1124046,95
1620771,95
74113,95
813636,95
860506,95
1143968,94
1273281,94
1648452,94
195196,94
2008857,94
628661,94
729136,94
786928,94
1964024,93
405773,93
587445,93
838917,93
1058071,92
153470,91
1749456,91
1880893,91
2013533,91
474742,91
552487,91
1102428,90
1155375,90
1470665,90
1913015,90
2034776,90
2078374,90
286985,90
785325,90
1118027,89
1156938,89
1576656,89
1959018,89
286210,89
61313,89
170786,88
908943,88
1578380,87
1790391,87
236342,87
407415,87
874286,87
1267918,86
1484109,86
1533281,86
1576221,86
508780,86
631684,86
733140,86
99371,86
1095420,85
1495912,85
1718705,85
829928,85
833313,85
988972,85
1224245,84
1541776,84
1571610,84
1736898,84
2089647,84
220105,84
427170,84
449362,84
7554,84
915404,84
1368412,83
1508923,83
1516371,83
160988,83
1811688,83
182729,83
185956,83
202508,83
275440,83
304588,83
664979,83
692899,83
994541,83
1165979,82
1349624,82
1387164,82
1388440,82
1394108,82
1454634,82
281976,82
344211,82
713536,82
96728,82
1032029,81
589598,81
618887,81
828045,81
828737,81
1284707,80
130479,80
1331081,80
1473040,80
161071,80
1628043,80
319620,80
530908,80
580785,80
610496,80
801953,80
1111313,79
1154170,79
1416972,79
1749221,79
1796573,79
1896535,79
2028377,79
256838,79
1071824,78
1130942,78
1700956,78
2083613,78
219473,78
270108,78
73941,78
79140,78
952396,78
1166122,77
1490672,77
1543533,77
1732710,77
1768434,77
1931562,77
1967769,77
2005669,77
20745,77
217213,77
293706,77
657292,77
1060430,76
1213942,76
128533,76
1337155,76
1537207,76
1644955,76
170570,76
1836866,76
2095583,76
417142,76
450460,76
664389,76
772368,76
829943,76
1122643,75
1149884,75
1212050,75
1357973,75
1359359,75
1563610,75
1630045,75
1688270,75
1708002,75
2081811,75
2088259,75
229760,75
253121,75
379679,75
408906,75
467272,75
662594,75
763108,75
803659,75
993331,75
1016253,74
1297289,74
1332876,74
160977,74
312564,74
772909,74
827532,74
1229137,73
1514680,73
1515295,73
330233,73
505361,73
669199,73
860772,73
903723,73
937459,73
1023244,72
106485,72
112324,72
1169559,72
1388162,72
1792869,72
1825209,72
221107,72
246027,72
378695,72
591820,72
675616,72
717179,72
874532,72
935851,72
1101361,71
1282445,71
1468284,71
1571183,71
1634902,71
1699226,71
1759251,71
187692,71
1916489,71
1969042,71
392618,71
432089,71
129113,70
1334111,70
1643702,70
1787735,70
1800769,70
248838,70
249736,70
462663,70
678292,70
809759,70
1664117,69
1692091,69
1693724,69
1727,69
187639,69
514438,69
1332781,68
1634680,68
168805,68
1902375,68
1950762,68
2037299,68
2068254,68
406664,68
583339,68
668834,68
842853,68
858748,68
1102616,67
1568439,67
1718759,67
1727821,67
1728432,67
17740,67
182809,67
1832566,67
644080,67
748719,67
782299,67
944383,67
1101472,66
1643712,66
1646069,66
1687333,66
1753347,66
297055,66
810856,66
818140,66
918404,66
1048798,65
1138370,65
1240231,65
1325405,65
1431376,65
1574391,65
1741587,65
1929489,65
2005317,65
776834,65
1126372,64
1159870,64
1165232,64
1336280,64
1400659,64
1635915,64
1811495,64
437406,64
516710,64
562000,64
6534,64
795160,64
963924,64
1108132,63
1196711,63
1202675,63
1207997,63
1340958,63
1428997,63
1592997,63
1643467,63
173575,63
1784999,63
1912012,63
201239,63
2017255,63
392782,63
821721,63
910527,63
949266,63
1050809,62
1083901,62
1159254,62
1526716,62
1640943,62
1744582,62
1964725,62
273492,62
38492,62
539865,62
587738,62
617679,62
86940,62
931476,62
964113,62
1160780,61
1626029,61
1833519,61
183618,61
1870006,61
1952914,61
2040759,61
2059292,61
216024,61
306905,61
458951,61
512272,61
856067,61
992045,61
1152015,60
120394,60
1329392,60
1469505,60
1643608,60
171566,60
1813111,60
1877839,60
1916502,60
1949874,60
423159,60
566357,60
771453,60
805298,60
834234,60
878,60
935776,60
987837,60
1208888,59
1243126,59
1250778,59
1300247,59
1575235,59
1630646,59
168587,59
1747401,59
176233,59
1787422,59
1895009,59
1917187,59
1926467,59
1940331,59
1961646,59
1967677,59
1999729,59
346215,59
539386,59
556558,59
93934,59
984793,59
1073933,58
1165756,58
1296858,58
1736555,58
2085735,58
242845,58
28721,58
379254,58
458247,58
559418,58
56079,58
705173,58
748943,58
869366,58
894204,58
951610,58
999107,58
1110694,57
1210589,57
1614952,57
2065050,57
266303,57
390713,57
41825,57
429404,57
444898,57
564647,57
578697,57
781978,57
874887,57
1212680,56
1265098,56
1345871,56
1401500,56
1564557,56
1810596,56
1844402,56
291785,56
595416,56
644244,56
651191,56
668586,56
798609,56
825466,56
1084844,55
1094939,55
1382309,55
1492009,55
1559001,55
1595318,55
1657677,55
171580,55
1721744,55
1815486,55
1882328,55
1970360,55
1997632,55
294250,55
875420,55
904119,55
986747,55
1031147,54
1346982,54
1349279,54
1429428,54
1515770,54
1566008,54
1607917,54
1736670,54
241608,54
305418,54
318235,54
337015,54
351143,54
392025,54
549795,54
549850,54
744017,54
773078,54
795257,54
1078782,53
110200,53
1116893,53
1122878,53
1151513,53
1322595,53
1350010,53
1421396,53
1480813,53
1801467,53
2015476,53
206379,53
307995,53
326406,53
354407,53
647471,53
679139,53
841206,53
905838,53
921779,53
1214689,52
138952,52
1406300,52
1406931,52
1475013,52
1480081,52
1750809,52
1848529,52
1851993,52
1905467,52
2063740,52
506678,52
525272,52
551933,52
690747,52
796138,52
111118,51
1129933,51
1175402,51
1186904,51
1283332,51
1402099,51
1426264,51
1592157,51
1609012,51
1906865,51
298495,51
362183,51
547838,51
551840,51
634880,51
739587,51
914298,51
935734,51
995009,51
1043977,50
1205773,50
1515343,50
1601276,50
1658699,50
1744789,50
1813981,50
1823484,50
1844973,50
1865282,50
1955415,50
2022346,50
223540,50
255220,50
280057,50
38622,50
554286,50
566139,50
750943,50
887530,50
911823,50
941650,50
1007782,49
1056414,49
1109589,49
1149603,49
1204869,49
133085,49
1424087,49
1623035,49
1702332,49
1709959,49
1784014,49
1956391,49
1987894,49
2049559,49
311902,49
672918,49
71625,49
857114,49
860499,49
86514,49
105834,48
117888,48
1221080,48
1437652,48
1623196,48
1702844,48
1758474,48
2079223,48
273547,48
301270,48
374500,48
51389,48
533798,48
58518,48
677275,48
718607,48
742660,48
765962,48
773980,48
821526,48
831739,48
958963,48
1116329,47
1194531,47
1332925,47
1659439,47
1700607,47
1742491,47
1843796,47
248178,47
277532,47
302771,47
367267,47
428582,47
468242,47
610033,47
621723,47
774876,47
870287,47
960169,47
1138286,46
1191716,46
1252377,46
1326004,46
1376114,46
1536579,46
1555697,46
1789765,46
1916497,46
1998752,46
2000053,46
230313,46
254060,46
284117,46
341817,46
367517,46
584017,46
677703,46
848722,46
988355,46
1024278,45
1035959,45
1047279,45
1060904,45
1063010,45
1208846,45
1250383,45
1410699,45
1449824,45
1535918,45
159163,45
1656601,45
1713404,45
1799047,45
1873197,45
2056401,45
242395,45
453253,45
600044,45
687631,45
6936,45
716093,45
74616,45
1326471,44
1357705,44
1432187,44
1525103,44
1574091,44
1743710,44
1797386,44
189118,44
1959300,44
2026293,44
237750,44
280620,44
405927,44
406905,44
467295,44
510274,44
532358,44
706796,44
723831,44
871111,44
872825,44
88315,44
968967,44
974337,44
1034802,43
1081428,43
1104900,43
1170077,43
1190131,43
1200913,43
123736,43
1321359,43
1383898,43
1436500,43
1464155,43
1481699,43
1502313,43
1507270,43
162188,43
171002,43
1711922,43
1715394,43
1865610,43
1875935,43
2006561,43
284127,43
306727,43
314102,43
376187,43
446534,43
555404,43
570749,43
625062,43
651308,43
685723,43
777486,43
966340,43
972182,43
1070212,42
1180630,42
1257525,42
1269418,42
1368389,42
1494148,42
1544975,42
1626469,42
1738212,42
1849867,42
1873203,42
230924,42
250958,42
268856,42
281970,42
384714,42
745214,42
747172,42
854868,42
871433,42
974088,42
985277,42
1059914,41
1127609,41
1297877,41
131876,41
1334458,41
1578832,41
1679714,41
1684086,41
1738409,41
1763220,41
1764153,41
1847830,41
1897655,41
1914254,41
400344,41
591023,41
596918,41
603810,41
71913,41
734180,41
947320,41
988181,41
991560,41
1060632,40
1318453,40
1334857,40
1351151,40
1411863,40
1417237,40
1502642,40
1507734,40
1664957,40
170456,40
1704953,40
1761460,40
1799511,40
1846955,40
1855131,40
2027256,40
266345,40
297404,40
345382,40
429192,40
430614,40
443721,40
464830,40
527263,40
596632,40
646143,40
69164,40
731443,40
892938,40
1039958,39
1147490,39
1317018,39
1426523,39
1441614,39
1495221,39
1730554,39
1758848,39
1770588,39
1810761,39
1938686,39
205691,39
212247,39
682565,39
707811,39
727998,39
737575,39
929088,39
1083322,38
1142377,38
1152794,38
1313620,38
1534016,38
1685710,38
1710420,38
1724240,38
1749109,38
1872559,38
1887414,38
2041158,38
339461,38
377475,38
440750,38
574013,38
688908,38
732739,38
827522,38
868421,38
955733,38
1023477,37
1050626,37
1143856,37
1386224,37
1392907,37
1416805,37
1560498,37
163791,37
1731054,37
1800541,37
1848459,37
1944302,37
2059098,37
302469,37
325464,37
514417,37
708080,37
73231,37
816619,37
937230,37
941,37
1015080,36
1020418,36
1046898,36
1098358,36
122344,36
128371,36
1385557,36
1421817,36
1495961,36
1580741,36
1815411,36
1841510,36
1934504,36
2015125,36
2087246,36
2096426,36
231019,36
234704,36
408230,36
451650,36
582025,36
630239,36
667855,36
802229,36
970160,36
97824,36
1113108,35
1280922,35
1310184,35
1324777,35
1339096,35
143415,35
