sender,count
1278894,13372
839736,770
1336258,321
1192199,313
1433827,277
516710,269
59466,263
688908,257
1818969,245
1486735,237
265815,233
545903,220
672918,214
1017423,212
1515007,211
1634256,209
1746052,209
1292409,208
858902,208
1660198,199
1631849,195
290301,194
524698,193
1496596,192
1110065,191
297404,189
1181068,187
26257,186
47304,186
984561,186
781473,182
1676246,181
711985,181
805707,181
924187,181
2086001,180
1896535,179
410107,179
912353,179
956264,179
1607422,177
1768640,174
554372,174
238673,173
516961,172
965731,172
1270017,171
952542,171
1377774,170
139065,169
1461945,168
1735907,168
202739,168
273492,168
2033347,167
98191,167
1780901,166
1128580,163
810735,162
869640,162
929682,161
1417146,160
1994470,160
2012696,160
50426,160
755524,160
1138947,159
1336358,159
1351786,159
1545979,159
2061758,159
762721,159
2032437,158
530908,158
580785,158
1086187,157
2077685,157
1239885,156
1341652,156
1519585,155
856067,155
970490,155
1215897,154
1749673,154
390831,154
724568,154
30224,152
837846,152
1039753,151
1078353,151
677461,150
885546,150
961383,150
1314882,149
1817483,149
38489,149
739490,149
891979,149
907043,149
1539098,148
1615419,147
941228,146
162850,145
1894006,144
2006561,144
550826,144
291785,142
178059,141
1208756,140
1790328,140
391086,140
512390,140
1201653,139
1428078,139
168587,139
2096426,139
262404,139
563231,139
511781,138
1334972,137
1602832,137
252538,137
567905,137
1517386,136
297826,136
2075410,135
941906,135
1362007,134
160977,134
42558,134
759648,134
966736,134
1686461,133
196389,133
718374,133
1210985,132
1640572,132
49580,132
786325,132
1116329,131
1425469,131
1622393,131
2049580,131
2065384,131
2004373,130
51843,130
764970,130
97613,129
1045021,128
1904077,128
2034995,128
1683666,127
1728432,127
406800,127
765795,127
821721,127
360228,126
398292,126
931049,126
74616,125
757845,125
827522,125
968830,125
1834442,124
1081484,123
14835,123
241443,123
868391,123
903262,123
106773,122
1102616,122
1679422,122
1794675,122
67762,122
1643467,121
1997632,121
671520,121
1685019,120
1785930,120
366480,120
810123,120
1084503,119
1422004,119
182729,119
2018662,119
2066762,119
510274,119
826185,119
1095420,118
116272,118
1383154,118
1490672,118
1571959,118
185737,118
469815,118
739028,118
1841819,117
516393,117
532000,117
685846,117
1952269,116
439136,116
647535,116
676308,116
753372,116
1034308,115
1870294,115
207433,115
234695,115
646317,115
795257,115
921586,115
1858381,114
1967769,114
818338,114
1112165,113
1244689,113
1318331,113
1971401,113
910939,113
372469,112
630239,112
1192446,111
1326471,111
1412069,111
1509112,111
1582713,111
1639323,111
717547,111
796138,111
982260,111
1100159,110
1178195,110
134210,110
1509997,110
1646028,110
470762,110
665331,110
918738,110
1059462,109
1170107,109
1272617,109
1703870,109
2018496,109
566139,109
904228,109
1277912,108
1579359,108
1199501,107
1508923,107
1533281,107
1707232,107
2092166,107
891798,107
986349,107
1590818,106
1023477,105
1125378,105
1338306,105
266162,105
353561,105
1191716,104
1283332,104
1527205,104
1586215,104
166900,104
195712,104
2092801,104
256603,104
429138,104
507179,104
914298,104
123639,103
1300737,103
1399677,103
1547966,103
418150,103
750693,103
1176471,102
1219590,102
1427875,102
149057,102
1652883,102
1681929,102
1810632,102
2023929,102
718607,102
965666,102
146927,101
1610241,101
1680002,101
171002,101
128533,100
243764,100
244444,100
503736,100
1974110,99
286210,99
349307,99
393696,99
781143,99
1329545,98
1566998,98
876572,98
1591549,97
1778970,97
1843430,97
1957019,97
51389,97
533798,97
577826,97
753931,97
794134,97
932654,97
1104900,96
111229,96
1324567,96
1571002,96
674451,96
747874,96
781307,96
1466324,95
2087150,95
598965,95
605746,95
748578,95
1161889,94
15466,94
1896855,94
211199,94
454357,94
677351,94
883270,94
1298017,93
1527441,93
175908,93
1759251,93
2088843,93
544138,93
587474,93
975742,93
1358477,92
1611902,92
582578,92
583339,92
1600717,91
1673938,91
2037299,91
336323,91
398767,91
462663,91
560144,91
1001992,90
114265,90
1208350,90
1307831,90
1651327,90
1808245,90
1929446,90
1986471,90
611678,90
717220,90
1228166,89
144336,89
1794271,89
1912746,89
202253,89
9591,89
1058549,88
1229137,88
1727607,88
242193,88
312564,88
504779,88
517737,88
591023,88
1010732,87
1724525,87
1730048,87
2081357,87
318235,87
563574,87
1250941,86
1322279,86
1418363,86
1544045,86
1681031,86
1681812,86
171206,86
1724134,86
1805344,86
36415,86
703296,86
711089,86
759761,86
980953,86
1105201,85
1487524,85
1576195,85
178026,85
1814645,85
1997950,85
317834,85
458971,85
644080,85
667855,85
896994,85
90317,85
954958,85
980276,85
1027294,84
1338240,84
1349992,84
1556604,84
1813623,84
1908542,84
1939998,84
1956087,84
2081485,84
36486,84
484248,84
617679,84
758110,84
94026,84
95161,84
1004399,83
1021963,83
1124207,83
1440047,83
1447767,83
1642628,83
1692925,83
1711423,83
291118,83
348630,83
418391,83
453253,83
6534,83
836620,83
1175874,82
1346967,82
1504681,82
1525909,82
1569480,82
1663590,82
1762208,82
1823941,82
497520,82
618651,82
733520,82
827800,82
832662,82
893388,82
1287957,81
1357618,81
1374645,81
1884164,81
1981192,81
253084,81
281976,81
478984,81
526913,81
919500,81
971422,81
992045,81
1388440,80
1464155,80
1480813,80
155949,80
1627434,80
1641524,80
1713237,80
174974,80
376187,80
379254,80
427249,80
473009,80
523017,80
1086519,79
1897707,79
405330,79
757419,79
871111,79
1581223,78
1665479,78
1802636,78
1902375,78
1908858,78
198966,78
733140,78
919709,78
1135276,77
1224245,77
1596557,77
1722301,77
1903948,77
780234,77
1036789,76
1410699,76
1446356,76
1525103,76
1593895,76
1681027,76
1713404,76
1829837,76
321247,76
46776,76
527263,76
560161,76
629483,76
1045382,75
1144598,75
1303315,75
1393316,75
1398362,75
1449824,75
1537249,75
1572385,75
2000882,75
405390,75
531824,75
641026,75
800018,75
1270542,74
1369855,74
1514680,74
173006,74
1849867,74
1981646,74
1985225,74
2679,74
356789,74
461824,74
75964,74
1253374,73
1296179,73
1327719,73
1646069,73
1999404,73
1339900,72
136568,72
1715394,72
1809183,72
2082743,72
729972,72
767871,72
785770,72
928260,72
1150798,71
1482332,71
1574638,71
1668273,71
1962102,71
239810,71
694319,71
785288,71
846638,71
970547,71
1283756,70
1318511,70
1696241,70
1781719,70
1892706,70
461649,70
546597,70
602296,70
902702,70
1048798,69
1200871,69
1475742,69
1719327,69
1802142,69
766410,69
93035,69
97824,69
1153044,68
120041,68
1399755,68
1551585,68
2058029,68
747001,68
881249,68
1010003,67
142693,67
1540550,67
1564002,67
1603285,67
1714172,67
1766662,67
1887398,67
2000836,67
280620,67
514438,67
540014,67
612457,67
616186,67
725128,67
7613,67
775072,67
795160,67
825722,67
1076477,66
1240905,66
1297607,66
149874,66
169442,66
1731652,66
2061456,66
266621,66
724229,66
731443,66
945534,66
972383,66
1259811,65
1370814,65
1766843,65
289210,65
38417,65
656163,65
6936,65
1101472,64
1588734,64
1601754,64
1626860,64
1632770,64
2050618,64
262139,64
737575,64
779535,64
930531,64
100025,63
107173,63
1093055,63
1226336,63
1316940,63
1681107,63
1694105,63
216474,63
390696,63
590484,63
700316,63
74613,63
805939,63
842853,63
985277,63
1282682,62
1394838,62
14215,62
1532810,62
1533373,62
1812811,62
1841399,62
2049559,62
229011,62
59901,62
980712,62
1031879,61
1137840,61
1281365,61
1432187,61
143415,61
1576012,61
1582176,61
1617531,61
1626829,61
1740965,61
1800174,61
1828926,61
2025323,61
383012,61
579220,61
754017,61
805298,61
927415,61
1028749,60
1142491,60
1155997,60
121067,60
1305659,60
1426523,60
1526067,60
1795200,60
1894509,60
349344,60
629280,60
667374,60
709987,60
1118027,59
1150627,59
1247739,59
1416805,59
145274,59
1570485,59
1683303,59
1797386,59
1889878,59
1970153,59
2048195,59
420345,59
519469,59
692535,59
725553,59
