sender,count
1278894,14127
839736,834
1374645,458
1843430,287
524698,281
1327719,277
1270542,275
2088420,270
38221,261
1336358,260
1201653,258
1997950,255
428579,254
1086360,251
706748,249
1196189,246
662986,244
956264,244
155949,243
1034308,238
929682,238
1398362,236
611678,233
105753,230
1515007,228
1956087,228
1579817,226
1960723,225
587474,225
881249,224
1570485,223
1903696,223
1560027,222
2088843,222
953237,218
1586611,217
252538,212
160977,209
1668402,208
1588419,206
567030,205
1118027,204
1171434,204
1958633,203
533435,201
713503,201
912353,201
454864,200
91683,199
1403788,198
579597,198
161753,195
166900,192
1759251,192
133576,190
1694105,190
1807365,190
2033347,189
767871,189
1280922,188
1303315,188
318643,188
1032283,187
1744789,186
1024884,184
1144933,183
1746052,183
106773,182
1427875,181
2029352,181
360228,181
30224,176
785770,176
1002882,175
700316,175
1931939,173
1300247,172
1576656,172
1638984,172
1815526,171
1814691,170
202253,170
90317,170
235720,169
941228,169
1525909,168
1985225,168
21665,168
805298,167
1412069,165
242951,165
50426,165
432089,164
584127,164
759648,164
876572,164
1681107,163
1923686,162
238673,162
1758474,161
1790577,161
1703870,160
59901,160
1253374,159
321247,159
477899,159
566139,159
1622393,158
1432187,157
784799,157
955141,157
1460343,156
1574638,156
1711734,156
1724134,156
613690,156
353561,154
473009,154
286210,153
429515,153
516710,153
1646028,152
444832,152
553002,152
796408,152
1334972,151
1428086,151
1640943,151
914298,151
1153615,150
1215897,150
1523516,150
516393,149
1539098,148
1897707,148
1074159,147
1829837,146
742301,146
780234,146
785897,146
796138,146
1389449,145
207433,145
2081131,145
739949,145
1880893,144
527263,144
1116329,143
1270017,143
131599,142
1660198,141
1772541,141
514260,141
985277,141
169442,140
1142491,139
748757,139
1176471,138
1198534,138
1270619,138
1321359,138
1830169,138
1994470,138
827800,138
1165425,137
1461945,137
1773028,137
244444,137
38492,137
688908,137
777056,137
1161889,136
1259811,136
1730737,136
962998,136
1084959,135
116446,135
1436267,135
198966,135
2095890,135
48730,135
67762,135
1010003,134
1093055,134
1318331,134
1713237,134
1749109,134
2085735,134
25016,134
335779,134
2032437,133
233092,133
277274,133
1023477,132
1138947,132
1334236,132
1480653,132
921586,132
1012919,131
1208756,131
1388162,131
