sender,count
839736,192
1923686,182
484561,155
173006,144
2031085,144
1932021,141
596302,141
1724525,140
753372,140
1807365,136
2027837,133
533435,132
838722,132
1556604,127
805707,126
1158442,120
135373,120
1333734,119
1159022,115
1815526,114
1835254,111
1080738,110
1074159,109
1866801,108
865604,108
380513,107
1992055,106
1310592,105
1336065,101
224350,101
1102616,100
1503578,100
261813,99
419001,99
1059462,98
1639323,98
1813981,97
510274,96
526913,96
1576012,94
1888527,94
272365,94
1357509,93
2026701,93
911140,93
1834442,92
75552,92
1797386,91
316875,91
1958633,90
336323,87
561319,87
1533381,86
2043464,86
608616,86
1017423,85
1683666,85
1045438,84
1480467,84
38489,84
903262,84
971422,84
1155277,83
1493476,83
1615933,83
99649,83
1397795,82
1447965,82
1414198,81
1998752,81
2027689,81
622026,81
641026,81
2056596,80
410107,80
411234,80
49836,80
972519,80
1972665,79
1357618,78
1666657,78
1802298,78
568910,78
1952269,77
1584322,76
2093417,75
47291,75
1157581,74
1226244,74
145488,74
1364377,73
213721,73
507059,73
789216,73
969097,73
254095,72
785770,72
920903,72
1444951,71
833204,71
1495754,70
1908542,70
1221553,69
1744935,69
2018291,69
1487524,68
373364,68
838237,68
1590818,67
1492009,66
1531238,66
215461,66
953336,66
1644652,65
1753558,65
1843430,65
528061,65
1315476,64
1407198,64
1537249,64
1078353,63
1894006,63
270128,63
281976,63
889616,63
974019,63
1489263,62
796658,62
116446,61
1191716,61
1309498,61
1200871,60
1374136,60
1351786,59
1973530,59
946369,59
1081096,58
142693,58
1550677,58
1377134,57
1547391,57
1652883,57
972171,57
620091,56
902702,56
1010763,55
1329647,55
1506538,55
1640943,55
765795,55
1953330,54
406891,54
1305659,53
1347428,53
1633069,53
1651327,53
1865282,53
2001882,53
517737,53
824298,53
1686274,52
169507,52
1714172,52
1715262,52
2006216,52
36415,52
579394,52
724670,52
1496596,51
1785930,51
1985387,51
50359,51
1545067,50
2025845,50
294921,50
681120,50
831214,50
1334236,49
1348091,49
945534,49
1484712,48
1691078,48
173627,48
704362,48
1203179,47
1395063,47
1936555,47
343755,47
