sender,count
1753321,83
160988,82
1906645,75
1035153,69
1753347,65
952853,62
378256,60
2059292,59
1804033,50
2015476,48
1630646,45
1065976,44
1378176,44
1479205,44
1072988,43
161071,43
1749456,43
1917187,43
1950762,43
275440,43
588544,43
646245,43
874532,43
916289,43
14916,42
277328,42
551933,42
988355,42
1718705,41
1872559,41
857616,41
530499,39
1310184,38
2004297,38
2079054,38
377475,38
547746,38
549739,38
1390642,37
1742503,37
2085681,37
742660,37
1159870,36
1358860,36
1635915,36
1832566,36
2047906,36
229760,36
543006,36
771453,36
887530,36
1200791,35
1376135,35
1475013,35
1987894,35
2089647,35
383467,35
494000,35
690747,35
707811,35
1164383,34
1480081,34
1700607,34
1706656,34
1736001,34
1789765,34
1982465,34
451212,34
1276527,33
1925454,33
236252,33
619301,33
1788092,31
1800769,30
547322,30
84567,29
894204,28
1033080,27
1039546,27
119769,27
275309,27
1531776,25
839736,25
1401500,23
1916497,23
1307715,20
965639,20
791077,19
794198,19
1065343,18
1887414,18
208111,18
508780,18
246421,17
163905,16
1843796,16
1687952,15
869116,14
595512,13
1322302,12
1564557,12
1571736,12
1768434,12
1976732,12
86514,12
911356,12
1556239,9
1339096,8
1502642,8
1878171,6
309525,5
1332925,4
1554663,4
1937995,4
578697,4
1476464,3
1787735,3
1949874,3
1993646,3
2022346,3
210617,3
768446,3
915404,3
1050626,2
1220171,2
1389731,2
1432584,2
1470065,2
1481699,2
1503483,2
1555391,2
1646453,2
168805,2
1758848,2
1796573,2
1854279,2
1889880,2
1897655,2
2009792,2
2023167,2
2076332,2
247719,2
257199,2
429192,2
446534,2
618887,2
661984,2
705173,2
71913,2
747056,2
816619,2
874286,2
874468,2
924693,2
1003429,1
1007782,1
1038892,1
1060545,1
1065883,1
1071523,1
1084844,1
1099456,1
1109589,1
111378,1
1127609,1
1129933,1
1130591,1
1162574,1
116607,1
1169559,1
1200913,1
120395,1
1222078,1
1222166,1
1240892,1
1265098,1
1269418,1
1322226,1
1326004,1
1345790,1
140935,1
1449007,1
1524688,1
1530629,1
1543533,1
1552998,1
1556680,1
1565670,1
1569172,1
1571610,1
1574091,1
1574391,1
1575235,1
15755,1
159163,1
1593451,1
1618002,1
1634902,1
1643707,1
1667860,1
1679714,1
1741587,1
1743710,1
1744341,1
176233,1
1792869,1
1873203,1
1894219,1
1915886,1
1929489,1
194305,1
1949081,1
1956391,1
1967677,1
1983198,1
1989148,1
2041158,1
2052846,1
2081811,1
2087246,1
230413,1
253121,1
255220,1
270108,1
280057,1
289879,1
293706,1
298175,1
311504,1
321688,1
341817,1
344211,1
407415,1
408906,1
437406,1
454659,1
462367,1
463801,1
468864,1
484729,1
555404,1
564103,1
589448,1
603810,1
610033,1
647471,1
668872,1
691481,1
698636,1
71625,1
734884,1
739587,1
785325,1
860499,1
870414,1
892938,1
941561,1
941716,1
968455,1
971885,1
974337,1
976785,1
