sender,count
839736,425
667855,353
1797310,299
790661,283
1623035,267
277274,266
993195,266
1491664,261
1070212,252
500215,251
327024,244
1899557,243
1349992,240
2010383,239
220550,236
1740829,228
2037299,226
449158,226
1492370,218
122952,215
1280922,213
2041384,213
1941455,208
510274,207
211950,205
33434,203
1643468,200
506678,196
739949,196
1492679,195
530908,191
38492,189
1399755,185
1934504,185
1218456,181
1248270,181
1682503,181
1998752,180
256620,180
731443,180
1203064,178
1051158,177
1569963,177
2000800,177
629470,177
824998,176
295863,175
382365,175
384298,175
38622,174
1076477,173
1284357,171
1971852,165
810123,161
772368,160
95161,158
523606,157
874887,156
6936,155
1615550,153
1640943,152
1882987,152
1002597,151
1027078,151
757845,151
1263311,150
378101,149
743963,147
1188816,145
1208350,145
1597320,145
809736,145
90317,144
1312277,143
2060106,143
2091426,143
464830,143
257896,142
647535,140
871111,140
216278,139
1570944,138
1158920,137
1388162,137
713254,136
1537207,135
918738,135
1584066,133
133205,132
291785,132
938179,132
143415,131
1242167,130
1763807,130
843401,130
703296,128
74616,127
435344,126
1230148,125
1607547,125
446167,125
1372177,124
193689,124
2052043,124
1791838,123
356972,123
706731,123
148882,122
345618,122
58017,121
62641,121
1111313,120
864973,120
191677,118
1946142,118
380915,118
374355,117
415477,117
884977,116
953336,116
1405426,115
1410699,115
1359382,114
1394918,114
1588412,114
1561938,113
25883,113
1862455,111
479433,111
824453,111
1821472,110
484248,110
947320,110
1060157,109
1246313,109
1695328,109
1759695,109
1812811,109
211284,109
33707,109
1788018,108
374824,108
889064,108
992045,108
485743,107
800081,107
959427,107
1082547,106
1314558,106
1692925,106
217150,106
818164,106
992334,106
1394838,105
1713904,105
442534,105
1191435,104
1756058,104
1772176,104
1908858,104
616205,104
8129,104
1425352,103
1739457,103
392869,103
1529852,102
179142,102
764255,102
996268,102
1079396,101
273492,101
1366970,100
934074,100
941906,100
821837,99
1485916,98
1612579,98
760596,98
996760,98
1208151,97
1492009,97
2051549,97
1269351,96
1276986,96
1549439,96
537824,96
1194287,95
1753118,95
1772919,95
398292,95
15466,94
1624321,94
444532,94
574210,94
781274,94
1201175,93
121745,93
1229660,93
1289734,93
1490672,93
184869,93
2007219,93
313274,93
674611,93
985277,93
297404,92
1049061,91
1368389,91
1508923,91
1814880,91
1858381,91
321318,91
698208,91
724670,91
127569,90
1522908,90
1554678,90
1594431,90
1928375,90
560114,90
1176719,89
1336623,89
1627198,89
1775516,89
1943228,89
2089499,89
467299,89
583339,89
918616,89
1342832,88
1902375,88
99609,88
1155879,87
1314084,87
1603900,86
1981617,86
423456,86
804851,86
813636,86
104177,85
1125646,85
398487,85
575771,85
931049,85
1042280,84
1337278,84
1770468,84
232490,84
125303,83
1349217,83
723987,83
731282,83
734861,83
1371106,82
166806,82
977669,82
1119337,81
1250941,81
1429549,81
2028099,80
516262,80
1086555,79
1544742,79
1611783,79
24136,79
820425,79
101816,78
901297,78
1267918,77
1327711,77
1373006,77
1461327,77
1488905,77
1514680,77
1639202,77
171002,77
342516,77
668211,77
729698,77
1813262,76
94185,76
1138420,75
1161488,75
146240,75
1706832,75
173593,75
1749109,75
1846280,75
2068147,75
250943,75
619203,75
710414,75
910939,75
970490,75
1065491,74
1143856,74
1152246,74
1298361,74
1495587,74
1547150,74
1632214,74
1822174,74
193629,74
2074966,74
688673,74
873971,74
883302,74
896648,74
1223224,73
1321359,73
1360498,73
1636010,73
2040759,73
355680,73
753509,73
795501,73
1098358,72
1197899,72
1326471,72
1633558,72
165328,72
1936854,72
531338,72
1224245,71
1446356,71
1660198,71
1981182,71
2047880,71
1176667,70
1176992,70
1255142,70
1262713,70
1899005,70
1912012,70
2006561,70
437544,70
462736,70
695020,70
83376,70
128533,69
1400547,69
1430803,69
1923192,69
223773,69
427493,69
477978,69
704362,69
865037,69
1086703,68
1525975,68
18134,68
1836075,68
238279,68
98371,68
1093721,67
1292929,67
1409736,67
376187,67
48730,67
1297882,66
1852766,66
462140,66
72385,66
811548,66
1249417,65
1383548,65
1437636,65
161406,65
1707585,65
1756654,65
1831128,65
418150,65
505852,65
593615,65
943737,65
988776,65
1739186,64
379254,64
549727,64
821572,64
974601,64
1412631,63
1455959,63
153470,63
1690335,63
1796195,63
190992,63
624372,63
748592,63
856067,63
864019,63
880807,63
888093,63
986349,63
1040142,62
1804735,62
2042540,62
849738,62
900022,62
1006895,61
1527441,61
161627,61
1651940,61
1823310,61
2015129,61
38398,61
543168,61
65109,61
755524,61
925233,61
1426301,60
1489409,60
1537249,60
1758610,60
1873607,60
1967769,60
289181,60
483812,60
524677,60
699874,60
841387,60
1109689,59
1181215,59
124408,59
1570102,59
1622104,59
618278,59
708080,59
71731,59
72120,59
753790,59
865155,59
105732,58
1116329,58
1157004,58
1231028,58
1388022,58
1683303,58
1728164,58
1988049,58
40881,58
422666,58
48628,58
511389,58
519503,58
642982,58
700779,58
897257,58
97456,58
1083305,57
116009,57
1388440,57
1687983,57
1942625,57
286210,57
367517,57
580486,57
742371,57
774775,57
1283332,56
1287379,56
1643467,56
1944495,56
258967,56
313742,56
444297,56
567841,56
587206,56
721255,56
821721,56
841015,56
923529,56
1128580,55
1317709,55
1393253,55
1452405,55
1557777,55
1646758,55
1730554,55
1830983,55
1892706,55
1993568,55
230498,55
235093,55
300315,55
575483,55
1020418,54
1108000,54
1427875,54
14835,54
1494148,54
1718408,54
1837146,54
266349,54
349317,54
762079,54
933372,54
1143639,53
1524498,53
1862567,53
408230,53
49375,53
686348,53
704378,53
156781,52
161994,52
1675667,52
174974,52
2017474,52
266280,52
750980,52
775388,52
813540,52
1075494,51
1357174,51
1571183,51
357245,51
6534,51
716681,51
186682,50
1432187,49
1499959,49
1587850,49
1607944,49
1749548,49
1848663,49
245969,49
492974,49
638964,49
774798,49
776705,49
970547,49
998420,49
1346096,48
1381453,48
1390774,48
1415170,48
1446794,48
1822171,48
312564,48
401428,48
525932,48
549003,48
644063,48
798854,48
825466,48
833129,48
1695419,47
1912164,47
586185,47
677582,47
715390,47
83986,47
1012664,46
1014820,46
1042152,46
1897980,46
1979024,46
287675,46
395782,46
596587,46
769381,46
983693,46
1048798,45
1089957,45
1114109,45
1479571,45
1822625,45
241855,45
571810,45
643918,45
652484,45
74613,45
1050928,44
1225393,44
1284436,44
140461,44
1513840,44
1534016,44
1745223,44
1991646,44
209832,44
455752,44
682679,44
983590,44
1127694,43
1172390,43
1274841,43
1304658,43
168587,43
1759022,43
1817739,43
1861684,43
203445,43
4908,43
525323,43
646215,43
666534,43
750143,43
798869,43
875692,43
970160,43
986021,43
129457,42
1346967,42
180883,42
1901680,42
1996962,42
499367,42
797317,42
918404,42
970012,42
1178195,41
1455873,41
1840656,41
2001739,41
973062,41
1241160,40
131876,40
1419751,40
1679345,40
1739364,40
1750125,40
659085,40
1024085,39
1045021,39
1319731,39
1325295,39
1397942,39
169797,39
1813981,39
1925213,39
1935883,39
2013273,39
325528,39
345382,39
1332962,38
1449824,38
1468447,38
149913,38
1549361,38
1638566,38
19843,38
298495,38
304161,38
572089,38
600044,38
697057,38
1396757,37
1747170,37
1959217,37
597706,37
637018,37
686826,37
727998,37
744700,37
904030,37
935776,37
973665,37
1133935,36
1547860,36
1803705,36
1932614,36
31954,36
848941,36
1260667,35
1552214,35
1578455,35
1873033,35
2026615,35
2057133,35
280592,35
426427,35
538702,35
544838,35
731228,35
766395,35
801862,35
1205461,34
1329291,34
1533011,34
