sender,count
839736,377
875863,323
1178195,293
825466,289
1314084,231
743963,226
1858381,203
809736,203
1388162,202
2037299,201
1349217,200
873971,197
511781,196
1082547,192
591820,192
295863,191
50359,191
1250700,190
1045021,188
1459714,182
1508923,181
427493,178
910939,177
1527441,175
255983,172
2017474,171
811548,171
1032029,170
1405426,170
1410699,164
1241516,163
1949435,163
6534,163
1427875,158
1959217,157
1250941,155
992045,155
1269351,154
297404,154
973665,154
1547860,152
415477,151
1554678,148
1732392,148
143415,147
1747170,146
583339,145
1297648,143
97456,143
1812811,142
2007219,138
1125646,137
757845,136
1357973,135
384298,135
1981182,133
304161,133
970490,133
1368389,132
1489409,130
1942625,130
357245,129
48628,129
1452405,128
1934504,128
1490672,127
1524498,127
1796737,127
184869,127
1229660,126
2057133,124
1346967,122
1485916,122
345421,122
1148414,121
291785,121
1537207,120
1640943,120
342516,120
563629,120
1838792,119
1283332,118
128533,118
1388440,118
1430803,118
316323,118
923924,118
986349,118
1349992,117
766395,117
1740829,116
40881,116
241855,115
1446794,113
1994470,113
557026,113
1396757,112
64694,112
703296,112
71731,112
1615550,111
302331,111
277274,110
506678,110
581794,110
1562625,109
313274,109
838917,109
1051158,108
327024,108
90317,108
313742,107
759256,107
947320,107
1130496,106
1432187,106
15466,106
470762,106
754085,106
874887,106
1128580,105
1627198,105
1695328,105
530908,105
963148,105
356972,104
821837,104
101816,103
1076477,103
1165425,102
26866,102
49375,102
1651940,100
1865282,100
265272,100
173593,99
1359382,98
1414966,98
519503,98
805298,98
849738,98
1283210,97
1393253,97
2042540,97
1728164,96
2051549,96
1191435,95
1298361,95
1492009,95
99609,95
1114109,94
119934,94
1426301,94
1696753,94
727998,94
1094296,93
1871332,93
33417,93
923529,93
104177,92
239338,92
733140,92
708080,91
959427,91
1197655,90
1861684,90
646215,90
1024085,89
1157004,89
1321359,89
1372177,89
1510830,89
1534016,89
1928375,89
824998,89
299728,88
312564,88
72120,88
1040142,87
1070212,87
682679,87
356540,86
95161,86
1495587,85
1681027,85
2060106,85
580486,85
1394918,84
238547,84
33434,84
442534,84
1314558,83
382365,83
586185,83
1633558,82
422666,82
48730,82
273492,81
409939,81
8129,81
865037,81
1350922,80
1513840,80
174974,79
2074966,79
597706,79
1446356,78
168587,78
321318,78
644063,78
965076,78
1176992,77
1755533,77
2028099,77
670093,77
843401,77
1224245,76
1796195,76
813540,76
935776,76
1208008,75
1246313,75
1319731,75
2068147,75
739949,75
824453,75
1337278,74
1873033,74
1970360,74
21665,74
1155879,73
1616474,73
171002,73
506611,73
521397,73
58017,73
580336,73
774775,73
1632214,72
379254,72
525932,72
210814,71
280439,71
480776,71
1221753,70
74613,70
918616,70
998420,70
1305659,69
1449824,69
2093891,69
211950,69
509441,69
510274,69
1588412,68
575771,68
1129455,67
1480813,67
1544742,67
1946142,67
801862,67
1029726,66
1154872,66
1300247,66
1353005,66
1390774,66
1485450,66
1511459,66
156781,66
1713904,66
1936854,66
737575,66
800081,66
884977,66
105732,65
1223310,65
1424087,65
1639202,65
1831128,65
257896,65
275317,65
1678204,64
1687983,64
1993180,64
92759,64
1227574,63
1329291,63
1366970,63
153470,63
2000800,63
2046348,63
970160,63
1738212,62
1753118,62
1946314,62
38492,62
462663,62
1346096,61
1775516,61
94185,61
959295,61
1158920,60
1399755,60
1563653,60
193621,60
580461,60
589598,60
985277,60
1012664,59
1322523,59
1415170,59
1492370,59
1728432,59
1813981,59
1885677,59
1997632,59
2091426,59
525323,59
938179,59
1326471,58
1643468,58
1683303,58
392869,58
511389,58
81689,58
1367089,57
1836866,57
2079003,57
2089499,57
298495,57
440632,57
64304,57
703402,57
1455959,56
1547150,56
1823310,56
2013273,56
518531,56
649981,56
941906,56
1178625,55
1885933,55
1899005,55
220550,55
223773,55
375714,55
580785,55
651835,55
918738,55
1198534,54
1248270,54
1280922,54
1342832,54
1596977,54
164603,54
2047880,54
286210,54
395782,54
637018,54
1607547,53
1643467,53
1660198,53
1993568,53
856590,53
1108132,52
1317574,52
1425352,52
1499959,52
1706538,52
258503,52
468242,52
1235878,51
1770468,51
1960107,51
577528,51
609256,51
62001,51
629470,51
1297882,50
1731552,50
2042333,50
810123,50
1108472,49
1143856,49
1373006,49
303603,49
366288,49
435344,49
444532,49
449821,49
455154,49
992688,49
1194287,48
1252119,48
14835,48
1494148,48
1533011,48
1902375,48
239133,48
432283,48
795501,48
1176667,47
133205,47
1491664,47
1562105,47
1788018,47
2081562,47
437652,47
539386,47
724670,47
875692,47
1263311,46
1597320,46
1943228,46
199078,46
325528,46
376187,46
480467,46
795257,46
871111,46
1196711,45
1744503,45
174727,45
1848663,45
2042862,45
2094648,45
571810,45
678642,45
742301,45
775388,45
832662,45
1101472,44
1549439,44
1692925,44
345382,44
636911,44
1325405,43
1514680,43
1841960,43
1944495,43
197811,43
1996962,43
742371,43
1528665,42
1529852,42
1909047,42
1914254,42
856573,42
1143639,41
1295158,41
1423904,41
2015129,41
2095583,41
292049,41
561890,41
674611,41
6936,41
779535,41
918404,41
1075494,40
1079396,40
1201175,40
1292929,40
1334972,40
1570944,40
2035914,40
225622,40
492974,40
731443,40
841387,40
970012,40
993195,40
1090219,39
1809285,39
196239,39
601331,39
677582,39
997011,39
1060157,38
1195307,38
1476568,38
1695419,38
2076701,38
235093,38
595511,38
644244,38
670542,38
94067,38
952821,38
1710420,37
17612,37
1952341,37
242900,37
250943,37
418150,37
1132076,36
1371106,36
149913,36
1504044,36
1510967,36
1773176,36
289181,36
723987,36
83376,36
1147212,35
13052,35
1381640,35
1687776,35
537824,35
818140,35
1168815,34
1234605,34
1324567,34
248178,34
370075,34
476970,34
4828,34
1202675,33
1255142,33
1713404,33
180883,33
1871817,33
2081131,33
579220,33
991160,33
1707585,32
