sender,count
839736,708
1480703,291
1208756,286
1410699,257
47304,251
1428078,241
503736,236
1229137,231
1313620,216
952542,215
35393,213
1634256,208
177631,207
456718,207
574204,205
49375,203
1508923,199
243764,198
1858381,196
1683666,194
1449824,192
2061456,189
1121338,188
1845624,188
629483,188
1351786,187
14215,187
1654024,185
1622393,181
1957019,181
2004373,181
1336358,179
1606352,178
1829837,177
805298,175
796408,171
1292409,170
1393253,170
512390,170
1444475,169
1744789,168
1749109,167
805939,166
57990,164
1731652,163
945534,162
1416805,161
1759251,159
25016,159
580785,159
724568,158
1214692,157
1307831,157
30224,157
1155277,155
202739,153
162850,150
1277912,149
526376,149
1084503,147
553002,146
1347428,145
972519,145
1116329,144
1446356,144
524698,144
766410,144
794134,144
1031879,143
2082743,142
1279224,140
1848137,140
787796,140
38492,139
1730048,138
169507,137
241443,137
1102616,136
1314882,136
1536334,136
674451,136
810123,136
1344509,135
1272617,134
502950,134
1270017,133
731443,133
918738,133
1564331,132
312564,131
980712,130
1283756,129
357125,129
440632,129
1226336,128
1601754,128
659239,128
973673,128
1022105,127
128533,127
1985225,127
846638,127
1196189,126
120041,126
273492,126
902702,126
1316940,125
694152,125
807245,125
1081484,124
1956087,124
484248,124
753931,124
1808245,123
965731,122
1169440,121
20133,121
1430803,120
1632770,120
1362007,119
1724525,119
838917,119
953237,119
304603,118
94026,118
1418363,117
1459714,117
460714,117
1428086,116
2028224,116
2088420,116
516710,116
1913329,115
2008863,115
530908,115
677351,115
1986103,114
677461,114
66808,113
1843430,112
2049580,112
2051549,112
48730,112
51389,112
611316,112
1350140,111
827800,111
984561,111
2679,110
514438,110
1967769,109
762721,109
903262,109
1165425,108
2021213,108
1045021,107
1125378,107
1369855,107
145488,107
42558,107
454584,107
1021963,106
1270619,106
1427875,106
305293,106
1088140,105
587474,105
816045,105
1198261,104
1221080,104
678292,104
784943,104
1219590,103
1660198,103
1681812,103
1744935,103
1927931,103
1943307,103
2000836,103
781143,103
978367,103
1679104,102
296722,102
1100159,101
1527441,101
1845019,101
261813,101
382365,101
914298,101
1003128,100
1349992,100
1370814,100
280439,100
343437,100
1238507,99
1395063,99
1642628,99
166477,99
2006216,99
357245,99
662986,99
827522,99
1158920,98
1389449,98
1576012,98
1213907,97
1298097,97
1460343,97
1496596,97
1504681,97
1691078,97
487431,97
506678,97
567030,97
1411375,96
1461945,96
1681031,96
1464155,95
1813623,95
2088843,95
1282682,94
1537207,94
1602832,94
262139,94
533435,94
725553,94
1068817,93
1110065,93
1142491,93
1425360,93
1740965,93
1939998,93
345853,93
410107,93
685846,93
945257,93
1095420,92
1105201,92
1164974,92
1431376,92
1547860,92
1681027,92
213991,92
244444,92
38622,92
755524,92
1403173,91
1480070,91
1676246,91
2033347,91
231671,91
665331,91
682565,91
733140,91
739028,91
91683,91
999764,91
1528582,90
1813195,90
469815,90
889064,90
1128580,89
1296179,89
523017,89
1440047,88
1579326,88
504300,88
567905,88
891798,88
1010841,87
1584322,87
1785930,87
561319,87
671520,87
921586,87
1143856,86
1350083,86
265815,86
473848,86
504779,86
825722,86
971422,86
1102435,85
1287957,85
1673197,85
233092,85
238781,85
544138,85
1028749,84
1475742,84
1617531,84
1746052,84
1814691,84
1815526,84
1952269,84
328433,84
364713,84
664161,84
1108405,83
1200333,83
1692925,83
1828054,83
2006561,83
692535,83
710800,83
931049,83
1128373,82
1198534,82
1547966,82
1564002,82
1582713,82
1596636,82
1686274,82
178026,82
1830169,82
695426,82
758110,82
1015059,81
1200871,81
1251853,81
1300405,81
1374970,81
1377774,81
1405426,81
1591549,81
1766662,81
216474,81
406800,81
525407,81
561527,81
785770,81
1623035,80
167642,80
173627,80
17688,80
38221,80
38417,80
507059,80
775072,80
785897,80
928260,80
1170107,79
1755552,79
2081485,79
252538,79
1251712,78
1274671,78
1388162,78
1912746,78
131876,77
1329464,77
1705308,77
1870294,77
90317,77
1104900,76
1741587,76
1758474,76
1766843,76
516393,76
739490,76
756638,76
883270,76
1197,75
1560027,75
207433,75
291785,75
577826,75
1156938,74
1455231,74
1586611,74
1724134,74
1881509,74
189807,74
1925280,74
1124207,73
1137840,73
747001,73
789216,73
912353,73
963148,73
1106410,72
1111313,72
1374645,72
1738445,72
1872083,72
798869,72
1118027,71
1176471,71
1515007,71
2085735,71
46776,71
532000,71
1093055,70
1218398,70
1228166,70
1370098,70
165079,70
1931939,70
1992055,70
308304,70
427814,70
748757,70
1412069,69
1651327,69
1722301,69
182729,69
519469,69
835786,69
1153044,68
1250941,68
149874,68
1633558,68
1661533,68
1841819,68
1914163,68
733520,68
904228,68
906308,68
923554,68
158009,67
2087150,67
427249,67
50359,67
539005,67
687631,67
712118,67
75296,67
968830,67
1509997,66
1562044,66
1849867,66
190991,66
2018496,66
779535,66
800016,66
825466,66
1178195,65
1201653,65
1336065,65
1539699,65
1588767,65
1768640,65
2077685,65
868805,65
87898,65
953336,65
966340,65
1291642,64
1646028,64
1703870,64
1725134,64
1970360,64
203875,64
257896,64
589598,64
932654,64
1150798,63
1155997,63
1416550,63
1436267,63
1482332,63
1615419,63
1693204,63
1841399,63
2045590,63
530267,63
67762,63
882743,63
1039958,62
1207403,62
1272175,62
1284587,62
1346967,62
1730737,62
1886970,62
266621,62
494243,62
1153615,61
1171434,61
1259811,61
1680002,61
1795200,61
470762,61
507179,61
59901,61
729972,61
796658,61
871111,61
893388,61
1181888,60
13920,60
1415686,60
1427069,60
1433827,60
1999404,60
3499,60
398292,60
478917,60
565489,60
94406,60
1079864,59
1181068,59
1223310,59
136568,59
1492009,59
1736102,59
1810632,59
2022009,59
349307,59
366480,59
38489,59
398767,59
45124,59
810735,59
965666,59
1032283,58
1036789,58
1150627,58
1234698,58
155949,58
1948740,58
1996962,58
235977,58
36415,58
711985,58
836620,58
8764,58
968967,58
1039753,57
1210985,57
1300247,57
1318511,57
1327719,57
1370380,57
141431,57
1646069,57
1759949,57
1796737,57
1923192,57
1098358,56
1192199,56
1353005,56
1596557,56
161753,56
162114,56
1772541,56
1822422,56
1905752,56
234695,56
286210,56
313742,56
678336,56
720741,56
765795,56
882208,56
1091991,55
1215897,55
1357509,55
1551585,55
1694105,55
1812811,55
2061758,55
619203,55
646317,55
746692,55
81707,55
1253374,54
1574638,54
1579359,54
1582176,54
1780901,54
1809183,54
324342,54
360228,54
718374,54
733475,54
911140,54
1045382,53
1221753,53
1260302,53
1399677,53
1470198,53
1556604,53
1571183,53
1592997,53
1610241,53
211472,53
518508,53
591335,53
644080,53
657666,53
710974,53
816196,53
851281,53
856067,53
1014712,52
1032514,52
1247739,52
136265,52
1375108,52
1454634,52
153470,52
1631849,52
1639323,52
166900,52
1894963,52
1960723,52
1971509,52
2043464,52
2063117,52
2088609,52
299798,52
317834,52
50426,52
555364,52
571655,52
589095,52
838237,52
929682,52
1078353,51
1267918,51
1544045,51
1561823,51
1624919,51
1626829,51
1881213,51
429138,51
563574,51
754017,51
806727,51
809736,51
833388,51
883776,51
910527,51
939176,51
1490672,50
15466,50
1549219,50
1702138,50
1727607,50
1814460,50
2023929,50
419652,50
444832,50
580137,50
703648,50
768020,50
941228,50
1234713,49
1517386,49
1685019,49
1735907,49
2048397,49
525323,49
554372,49
714380,49
734279,49
753372,49
795257,49
963249,49
1074159,48
122704,48
1296711,48
1334972,48
1340079,48
1574245,48
1773028,48
1828452,48
1886954,48
1899097,48
1901765,48
1997950,48
2086001,48
383055,48
618887,48
781473,48
824298,48
970547,48
992263,48
116446,47
1526067,47
1576195,47
1586215,47
1710605,47
1964725,47
2065050,47
256603,47
574013,47
579394,47
672918,47
703296,47
1112165,46
1128869,46
1334111,46
1514680,46
1778970,46
1821603,46
1873607,46
1926066,46
41498,46
448786,46
625907,46
660563,46
709987,46
96515,46
1059462,45
111229,45
1192448,45
1398362,45
1579817,45
1680940,45
1765057,45
1904077,45
202253,45
2032437,45
266345,45
281976,45
351143,45
483264,45
514260,45
51843,45
566139,45
618285,45
775288,45
821837,45
935776,45
941906,45
970160,45
1034308,44
1144933,44
1203064,44
1203179,44
149356,44
1561773,44
15746,44
1707232,44
1986471,44
253084,44
450370,44
464830,44
540014,44
723223,44
757845,44
841206,44
962998,44
1023477,43
1032029,43
1082547,43
1135276,43
1280922,43
1703113,43
1711734,43
1920820,43
405330,43
405378,43
583339,43
611007,43
737575,43
759761,43
8129,43
868391,43
1010732,42
1089925,42
1161861,42
1199501,42
1377344,42
144336,42
146927,42
1503578,42
1509530,42
1610127,42
1697876,42
1790328,42
1794675,42
1794996,42
1814645,42
182619,42
1830742,42
1839175,42
1849278,42
1974110,42
2057648,42
2081131,42
21665,42
346215,42
352310,42
418150,42
426192,42
493160,42
495341,42
54259,42
74613,42
930531,42
967020,42
1224245,41
1364377,41
1386589,41
1597320,41
1597636,41
1666657,41
1668402,41
173006,41
173360,41
1767050,41
1918476,41
1924013,41
1934190,41
1991248,41
1997632,41
215461,41
215558,41
224120,41
239133,41
318235,41
395338,41
406891,41
579650,41
590342,41
685622,41
694319,41
782566,41
83986,41
914653,41
947320,41
122846,40
1423542,40
143415,40
146240,40
1631511,40
168587,40
174974,40
1877109,40
1937981,40
2070430,40
289210,40
36486,40
568190,40
618651,40
626870,40
711778,40
762846,40
777133,40
821721,40
930385,40
104237,39
1086360,39
1171383,39
1173017,39
1429549,39
1533381,39
1566998,39
1634273,39
1639303,39
1658699,39
1802298,39
1847576,39
1852135,39
1972665,39
1991504,39
2030726,39
2079061,39
221973,39
277583,39
353226,39
410505,39
598965,39
1070212,38
1281365,38
133205,38
1622809,38
1641524,38
1716503,38
1717998,38
1731704,38
1893880,38
195712,38
2037299,38
237551,38
461649,38
510274,38
511389,38
560161,38
591820,38
602296,38
617679,38
64694,38
667963,38
708201,38
72042,38
724229,38
969097,38
1017423,37
1063223,37
1081096,37
110790,37
119892,37
1250700,37
128881,37
1312187,37
1549439,37
173216,37
1778519,37
1802636,37
1937939,37
2036365,37
2096426,37
2231,37
417992,37
422678,37
479245,37
590830,37
689322,37
717547,37
755768,37
805788,37
937230,37
1157581,36
1373415,36
1399755,36
1494822,36
1527205,36
1821948,36
1898604,36
2061350,36
297404,36
360845,36
450348,36
613690,36
796138,36
833204,36
842853,36
86922,36
970012,36
975742,36
97824,36
100461,35
1534016,35
1581223,35
180883,35
1868896,35
1929446,35
252841,35
285969,35
379254,35
41141,35
53558,35
748592,35
1067814,34
1076477,34
1203480,34
1283332,34
1300737,34
1358477,34
1495587,34
1588397,34
1629895,34
1721795,34
1887398,34
1970153,34
2061446,34
392869,34
431836,34
568781,34
641026,34
676308,34
767871,34
980953,34
1105197,33
1154170,33
1193497,33
1221553,33
1279049,33
1310592,33
1420357,33
1521668,33
1656838,33
1903923,33
308426,33
463272,33
523641,33
629280,33
879813,33
1303632,32
1324998,32
1334236,32
1367089,32
1394838,32
1426523,32
1731401,32
1757776,32
1865282,32
1903719,32
2026701,32
411234,32
453253,32
508400,32
639330,32
725128,32
1028085,31
1069800,31
1136565,31
1445696,31
1529852,31
1545067,31
1578816,31
1644652,31
1813981,31
1848231,31
1964777,31
198966,31
2025845,31
2037221,31
527263,31
759648,31
1142232,30
1298017,30
1303315,30
135373,30
1376451,30
1447965,30
1495961,30
1513840,30
1664490,30
1725158,30
1947399,30
2040759,30
327024,30
604465,30
667855,30
670542,30
71352,30
795160,30
956264,30
126739,29
1324567,29
1341652,29
1424087,29
14835,29
1997248,29
2021879,29
257110,29
685104,29
701095,29
719374,29
755541,29
872825,29
923585,29
927280,29
93035,29
941481,29
983170,29
1299293,28
1416697,28
1532478,28
1765165,28
2078034,28
429515,28
59466,28
706989,28
152738,27
1653859,27
1742829,27
1925411,27
2049819,27
262364,27
549399,27
742301,27
772368,27
830650,27
876572,27
1027294,26
1434806,26
1817186,26
1846978,26
1998752,26
318643,26
321173,26
393696,26
462736,26
560144,26
610755,26
731824,26
732959,26
739949,26
974019,26
1113108,25
1496683,25
1626860,25
1733393,25
1822171,25
1867121,25
2071114,25
649981,25
807358,25
896882,25
1448061,24
1499075,24
152460,24
1894006,24
2017039,24
256649,24
336323,24
47758,24
478368,24
516961,24
548154,24
633338,24
919935,24
1330769,23
134210,23
1487524,23
1570485,23
1861684,23
2092801,23
386177,23
982260,23
1023506,22
1514382,22
1613860,22
1880065,22
1922244,22
2052127,22
223773,22
376187,22
58238,22
679320,22
837846,22
901297,22
920903,22
