sender,count
1278894,8154
839736,480
2010383,289
2047880,289
105732,283
750980,257
1941455,256
759256,256
1098358,254
1208350,243
1873033,231
131876,230
1524498,227
1508923,220
266349,219
754085,219
992334,218
171002,213
1336623,211
1485916,207
1775516,207
295863,204
821721,204
1492370,202
1899005,196
74616,196
398292,195
536972,195
543168,193
723987,193
2037299,189
1388162,187
378101,185
1838792,184
590105,184
62641,184
1430803,182
896648,182
124408,181
1287379,180
1949435,179
1754028,178
739949,178
825466,178
1415170,175
841387,175
1681027,173
71731,173
161627,172
923924,171
1029726,168
1823310,168
356972,167
357245,167
96702,167
1399755,166
1446356,166
1813981,166
464830,166
1178195,164
470762,164
1660198,162
583339,161
1557777,160
1936854,160
435344,160
1679345,159
1045021,157
1499959,157
455154,157
64694,157
531338,155
744700,154
1846010,153
715390,153
1607944,152
298495,152
440632,152
1997632,151
575483,146
742371,146
1143639,145
1513840,145
824998,145
1218456,144
184869,144
191677,144
1981617,144
379254,144
703296,142
823913,142
1588412,140
415477,140
618704,140
510274,139
1241725,138
2042540,138
874887,138
1161488,137
1490672,136
670093,136
810123,136
1991168,134
384298,134
1432187,132
1797310,132
227048,132
239133,132
38622,132
1083305,131
210814,131
811548,131
1522908,130
1640943,130
506611,130
697057,130
801862,129
1390774,128
146240,128
1728164,128
1830983,128
446167,128
988776,128
1119337,127
1262713,127
1396757,127
1510830,127
667855,127
1678060,126
1932220,126
19843,126
220550,126
589598,126
1967769,125
2060106,125
382365,125
821251,125
1425352,124
1428997,124
519503,124
953336,124
101816,123
193629,123
1991646,123
15466,122
1148414,121
169797,121
756638,120
1314084,119
1400547,119
1756058,119
2046348,119
539907,119
795501,119
809736,119
997011,119
1082547,118
1485450,118
48628,118
970490,118
1027078,117
1176992,117
1327711,117
1337278,117
1446794,117
959295,117
1040142,116
1134424,116
215916,116
479433,116
1197655,115
422666,115
748592,115
1248270,114
1360498,114
1449824,114
345421,114
480776,114
1060157,113
838917,113
1188816,112
1284357,112
1379128,112
1391505,112
677589,112
1334972,111
241855,111
700779,111
941906,111
148882,110
1946142,110
375714,110
444532,110
682679,110
1492009,109
504300,109
574210,109
6936,109
772368,109
1623035,108
1732392,108
26866,108
800081,108
1051158,107
1225393,107
1759695,107
1882987,107
225622,107
256620,107
277274,107
462663,107
797317,107
1111313,106
1513573,106
1048798,105
1297867,105
1427875,105
477978,105
668211,105
753790,105
1045980,104
1130496,104
1815816,104
492974,104
638964,104
6534,104
753509,104
1861684,103
484248,103
1349992,102
1373261,102
1858381,102
374824,102
591820,102
1024085,101
1234605,101
1317709,101
1394838,101
1452405,101
352736,101
818140,101
973665,101
239338,100
257896,100
871111,100
1937657,99
32672,99
349317,99
970547,99
1569963,98
1740829,98
729698,98
769381,98
959427,98
1529852,97
1770468,97
1836075,97
48730,97
537824,97
688673,97
910939,97
99609,97
1578455,96
1684033,96
40881,96
698208,96
912895,96
1086703,95
1892706,95
420345,95
810735,95
1263311,94
427493,94
716681,94
790661,94
798869,94
1695419,93
72120,93
897257,93
970160,93
1173076,92
1255142,92
