sender,count
839736,1027
1788822,326
1071824,299
1536579,288
713288,280
1383898,276
212247,264
1813111,258
559418,253
1915367,247
560023,240
502803,239
1168991,238
1718759,237
828045,236
1848459,235
482603,235
1406300,228
549850,227
2013533,225
566357,225
935851,224
972532,224
171002,222
195015,222
1895027,220
1101361,219
1615853,219
792368,218
1158948,217
1281551,216
1727,212
784566,210
1312391,209
824420,206
17740,205
692899,201
1810596,198
429515,195
337015,193
848722,193
96728,191
1484109,189
1190780,188
220105,184
2026293,183
800724,183
1915615,182
1208888,178
1919486,178
206379,177
995009,177
1910940,176
1955415,176
106861,175
1431931,175
28721,173
311902,173
1160780,172
1411980,170
1630646,170
1580679,169
1750809,169
1022772,168
178059,168
1575235,167
1217359,166
1664957,166
2093864,165
1642591,164
1581087,163
1913015,163
2034776,163
1247737,162
1415184,162
1653563,162
1950033,162
870731,162
248838,160
1348596,158
987837,158
1623035,156
910939,156
417142,155
1680940,154
482636,153
786928,153
1296858,151
371008,151
1796799,150
2025633,150
236342,150
1048364,149
183618,149
1985523,149
2008857,149
1711266,148
1046898,147
2088259,147
420626,146
133085,145
405773,145
1138370,144
1353161,144
1896535,144
524698,144
185956,143
2068254,143
640448,143
1213942,142
549795,142
74113,141
1467311,140
1969042,139
1446911,138
1208350,137
1356570,137
1789765,137
1808298,137
1815411,137
1958633,137
679139,137
866636,137
809759,136
1115437,134
378695,134
590805,134
1314947,133
7509,133
1164114,132
1364861,132
1449824,132
1566396,132
858748,132
1228230,131
170456,131
1923192,131
1382309,130
1706585,130
874532,130
944383,130
968455,130
994541,130
1811688,129
810856,129
985277,129
1229137,128
1441614,128
1461502,128
1900049,128
2009131,128
514438,128
1110694,127
174974,127
1811495,127
395636,127
40062,127
202508,126
1223924,125
1634397,125
410107,125
149853,124
1799047,124
2085735,124
2095479,124
304588,124
966510,124
1034802,123
187483,123
458951,123
810735,123
834234,123
937459,123
982692,123
1096872,122
111118,122
1687333,122
1794987,122
322237,122
1753321,121
1815486,121
436644,120
620184,120
1224245,119
1406931,119
856067,119
962347,119
1151513,118
1490672,118
60140,118
707450,118
861128,118
1050809,117
1208846,117
905838,117
93934,117
242845,116
1191716,115
1410699,115
1464565,115
240876,115
400640,115
18989,114
595512,114
829943,114
112324,113
1175402,113
1952914,113
379679,113
400344,113
581794,113
1267918,112
1533281,112
52083,112
566139,112
1083901,111
1400659,111
170786,111
445493,111
577512,111
691481,111
1060039,110
1152015,110
182809,110
189118,110
410505,110
714380,110
860506,110
911823,110
1537249,109
1569172,109
1977815,109
887530,109
1129933,108
1218278,108
446534,108
65486,108
1221080,107
1643702,107
1749221,107
1768688,107
1937540,107
776834,107
808354,107
1326004,106
1651502,106
1900699,106
809175,106
1116329,105
1393253,105
1538199,105
1543533,105
1597320,105
1644402,105
2037299,105
529543,105
742660,105
1045021,104
1137983,104
1433466,104
468242,104
15490,103
1766662,103
110200,102
239133,102
49610,102
910832,102
992045,102
1203764,101
515929,101
564647,101
634880,101
717179,101
909448,101
1058071,100
1065343,100
1322595,100
1614499,100
1671438,100
495118,100
746539,100
896882,100
1073933,99
1082533,99
1324594,99
1334972,99
1895009,99
988972,99
1514680,98
1835505,98
2066397,98
241608,98
805298,98
1188663,97
1346967,97
1747401,97
1944302,97
2022453,97
2025345,97
51389,97
580785,97
1098358,96
1321359,96
1204869,95
1387164,95
1571183,95
1620771,95
1882328,95
795257,95
1092832,94
1180493,94
1388162,94
530908,94
841206,94
91683,94
1126372,93
1368148,93
1808137,93
587445,93
874887,93
968489,93
1320125,92
1345871,92
1427875,92
1817483,92
291785,92
756638,92
830650,92
1020386,91
1156938,91
1336358,91
187692,91
450460,91
991560,91
1257525,90
1336047,90
1416972,90
1479205,90
168011,90
374500,90
6534,90
1200913,89
138952,89
1632214,89
1843430,89
1848529,89
1873126,89
1906645,89
860499,89
951610,89
1003392,88
1530629,88
280057,88
525272,88
587738,88
912353,88
1240651,87
149493,87
1686979,87
199976,87
429192,87
676142,87
708080,87
912572,87
1428078,86
1700246,86
1807223,86
646143,86
1114109,85
1201132,85
1688395,85
1747940,85
1810761,85
2091938,85
383467,85
570247,85
688908,85
810123,85
827497,85
869366,85
1250778,84
1692925,84
353958,84
975742,84
1205773,83
1346982,83
1376839,83
14916,83
1559001,83
1731980,83
1741587,83
1800174,83
1896855,83
277328,83
1059914,82
130479,82
1333235,82
1873197,82
