sender,count
1278894,7858
839736,444
1508923,365
1373261,274
1770468,271
1241160,270
970160,257
2081131,253
49375,252
1490672,251
2060106,247
128533,244
384298,244
1116329,239
2010383,239
1660198,229
1597320,228
1994470,228
1147212,227
575483,226
1481209,224
74613,223
1345871,222
581794,221
1728164,220
33417,212
92759,212
1489409,211
462663,211
398292,210
809736,210
232490,207
1480813,206
484248,202
843401,202
1749109,200
991160,200
750980,195
813540,195
1739186,193
1683303,190
756638,190
935776,190
992263,188
1946314,187
1188816,186
1224245,186
297404,186
382365,182
1959217,181
98371,181
1198534,180
1108472,179
1932614,179
875863,177
131876,175
896648,175
1300247,173
1527441,173
841387,173
33707,172
1554678,171
1485916,170
992688,170
1152246,167
1812811,165
1079396,164
609256,164
20967,163
952821,163
1892706,162
119934,161
714380,161
1086703,160
1143639,160
797317,160
1706538,156
211950,156
931698,156
2037299,155
721255,153
1134424,152
224128,152
873971,151
1014820,150
415477,150
1090219,149
152338,149
1603900,149
266280,149
580785,148
1643468,147
1967769,147
210814,147
241855,147
1173076,146
1181215,146
1607944,145
1571183,144
217150,143
1424087,142
1942120,142
239338,142
970490,142
1522908,141
1831128,141
184869,141
1859190,141
733475,141
1504044,140
1049061,139
1154872,138
156781,138
435344,138
1314084,137
1838792,137
101816,136
1176992,136
1317012,136
1108000,135
297336,135
805298,135
1537207,134
191677,134
591820,133
356540,132
563629,132
910939,132
1076477,131
1534016,131
1045021,130
1405426,130
596587,130
1051158,129
733140,129
431836,127
900022,127
670093,125
618704,124
567841,123
1130496,122
476970,122
1128580,121
1509307,121
15466,121
423456,121
499367,121
925233,121
479433,120
566662,120
856590,120
1417243,119
6936,119
1040142,118
1754028,118
500215,118
1446794,117
1492370,117
653975,117
856573,117
1250941,116
250943,116
820425,116
1276986,115
574210,115
616205,115
1430803,114
575771,114
1943228,113
257896,113
298495,113
467299,113
644063,113
345618,112
378101,112
1394918,111
934074,111
143415,110
1786015,110
2038667,110
38398,110
810735,110
970547,110
1763715,109
1813981,109
26866,109
462140,109
171002,108
1946142,108
216278,108
6534,108
1336623,107
1841960,107
715390,107
10089,106
1410699,106
1544742,106
1815816,106
1008448,105
1194287,105
1280922,105
1679345,105
531338,105
1492679,104
871111,104
124408,103
1359382,103
164603,103
71731,103
888093,103
356972,102
583339,102
1114109,101
1570944,101
1942625,101
2000800,101
953336,101
1325295,100
2051549,100
549003,100
748592,100
993195,100
1234605,99
153470,99
1569963,99
174974,99
470762,99
1366676,98
1692925,98
1148414,97
173102,97
74616,97
1248270,96
440632,96
1427875,95
295863,95
824998,95
1292929,94
1446356,93
1623490,93
1772919,93
1796737,93
516262,93
677582,93
864019,93
1562105,92
1678785,92
1633558,91
1814880,91
342516,91
519503,91
753509,91
1086555,90
1172390,90
586185,90
731282,90
838917,90
983693,90
38622,89
96702,89
985277,89
1740829,88
1753118,88
179988,88
2091426,88
2094648,88
1394838,87
1399755,87
1728432,87
302897,87
706731,87
